sample_id,timestep,time,object_name,object_id,gIA,gGA,gDA,label
75,5,3.251,Kettle,1,0.7221841794119214,0.3894700592380119,0.4498708932604,5
76,1,3.554,yoghurt,6,0.7282959267910224,0.7191898683839163,0.7557459441136821,6
77,1,4.584,apple,7,0.7289318410192337,0.727377296857638,0.7557459441136821,7
78,1,6.832,banana,8,0.1772137346444492,0.2446901154488117,0.1942802685764803,8
79,1,2.576,apple,7,0.3714670591704758,0.550266225106951,0.3750506227497748,9
79,2,0.1,cup,2,0.299043276051144,0.5760987777748089,0.4197903878914167,9
79,3,3.969,yoghurt,6,0.4059430718183441,0.6525740835643918,0.4498708932604,9
79,4,3.756,bowl,9,0.7218140381028136,0.3894700627971745,0.4498708932604,9
79,5,4.433,banana,8,0.1772137346444492,0.250664369652176,0.1942802685764803,9
80,1,3.723,Alarm,10,0.633551767609019,0.727377296857638,0.7557459441136821,10
81,1,0.1,milk,4,0.2599380409657683,0.4983376694060202,0.3282009687947813,1
81,2,2.149,Kettle,1,0.58871949363675,0.727377296857638,0.7557459441136821,1
81,3,5.196,cup,2,0.7027832160346009,0.727377296857638,0.7557459441136821,1
82,1,3.82,medicine,3,0.4059430962488248,0.538577230373309,0.4498708932604,2
82,2,5.532,cup,2,0.4059430768213972,0.7208597194620981,0.4498708932604,2
82,3,6.704,Kettle,1,0.6253624166388335,0.727377296857638,0.7557459441136821,2
83,1,3.937,milk,4,0.6157178885588919,0.727377296857638,0.7557459441136821,3
83,2,4.624,cup,2,0.3768137398341145,0.6365262847813337,0.4498708286113445,3
84,1,5.164,cup,2,0.2152014262326589,0.3894700592380119,0.1942802820673289,4
84,2,5.128,coffee,5,0.5301749942350595,0.7244679263514667,0.7163669363777347,4
85,1,4.156,coffee,5,0.7262215477974475,0.3894700606012943,0.4498708932604,5
85,2,3.652,milk,4,0.7289318410192337,0.3894700624730371,0.4498708932604,5
85,3,4.86,cup,2,0.7215736254945309,0.7242963257704281,0.7557459441136821,5
86,1,3.622,yoghurt,6,0.4059430066552781,0.6636337333348118,0.4498708932604,6
87,1,3.084,apple,7,0.4059431157549837,0.714765651074375,0.4498708932604,7
88,1,5.068,banana,8,0.4059430136478831,0.6800544079948755,0.4498708932604,8
89,1,0.1,milk,4,0.7289318410192337,0.727377296857638,0.7557459441136821,9
89,2,4.592,banana,8,0.405943044557316,0.2460269283016944,0.242931920289433,9
89,3,4.456,apple,7,0.4059430658371399,0.3894700503987106,0.4498708932604,9
89,4,4.492,yoghurt,6,0.1772137346444492,0.162504398186899,0.1942802685764803,9
90,1,5.764,Alarm,10,0.1772137346444492,0.162504398186899,0.1942802685764803,10
91,1,2.145,Kettle,1,0.4059429279915126,0.271717290278803,0.255833534983345,1
91,2,2.721,cup,2,0.2546575251784613,0.162504398186899,0.1942802685764803,1
92,1,1.172,cup,2,0.4059430695963015,0.162504398186899,0.194280296187039,2
92,2,0.693,medicine,3,0.1772137346444492,0.162504398186899,0.1942802685764803,2
92,3,2.212,Kettle,1,0.4059430492581959,0.2232658842865928,0.2273957284596933,2
93,1,1.477,cup,2,0.3155957281570887,0.1635366854197091,0.1942802685764803,3
93,2,2.214,milk,4,0.4059430718183441,0.2281960091848688,0.231157027883533,3
94,1,0.785,coffee,5,0.4059430718183441,0.162504398186899,0.1942802959168154,4
94,2,2.082,cup,2,0.4059430746707871,0.3754897659041023,0.449870920350192,4
94,3,1.844,Kettle,1,0.4059430718183441,0.2482781207091211,0.2442375737607037,4
95,1,2.215,coffee,5,0.7289318410192337,0.727377296857638,0.7557459441136821,5
95,2,2.124,milk,4,0.7289318410192337,0.6657090042816945,0.7557459441136821,5
95,3,2.648,cup,2,0.7246543211967394,0.3894700569385451,0.4498708932604,5
95,4,0.1,bowl,9,0.1772137346444492,0.162504398186899,0.1942802685764803,5
95,5,2.146,Kettle,1,0.4059430726350028,0.2572246837419897,0.249074278468462,5
96,1,5.703,yoghurt,6,0.4059430718183441,0.163044903870161,0.1942802959168154,6
97,1,0.1,banana,8,0.6389716385993964,0.7237095887440153,0.7557459441136821,7
97,2,4.272,apple,7,0.7289318410192337,0.6082643055044374,0.7557459441136821,7
98,1,3.606,banana,8,0.4059430745298296,0.162504398186899,0.1942802955870706,8
99,1,0.652,yoghurt,6,0.3709983156258685,0.162504398186899,0.1986023381753277,9
99,2,2.649,apple,7,0.4263762796056249,0.300325081767103,0.2829361180391558,9
99,3,4.324,bowl,9,0.4059430718183441,0.1851050014230512,0.1942802959168154,9
100,1,0.1,milk,4,0.382856118861325,0.162504398186899,0.1971258357806979,10
100,2,4.488,Alarm,10,0.6712729478382362,0.2558430024634607,0.4498708932604,10
101,1,1.308,cup,2,0.1772137346444492,0.162504398186899,0.1942802685764803,1
101,2,1.156,Kettle,1,0.4939925397591997,0.3205060169819977,0.3220397569668679,1
102,1,2.276,Kettle,1,0.215611498748352,0.162504398186899,0.1942802685764803,2
102,2,1.976,cup,2,0.4551799382403704,0.2495281197270034,0.281072976077964,2
102,3,1.808,medicine,3,0.4059429231550533,0.1940994387088998,0.1992393555413737,2
103,1,2.778,milk,4,0.5926743743938222,0.3894700581164569,0.4498708932604,3
103,2,1.006,cup,2,0.4059430139408303,0.2736747896619427,0.2566540471312439,3
104,1,2.312,Kettle,1,0.7289318410192337,0.3894700592380119,0.4498708932604,4
104,2,1.408,cup,2,0.7289318410192337,0.3894700592380119,0.4498708932604,4
104,3,2.28,coffee,5,0.7289318410192337,0.3310176977215573,0.4498710071370605,4
105,1,2.475,milk,4,0.2271385535874595,0.162504398186899,0.1942802685764803,5
105,2,2.964,coffee,5,0.1772137346444492,0.162504398186899,0.1942802685764803,5
105,3,2.33,cup,2,0.1772137346444492,0.162504398186899,0.1942802685764803,5
106,1,3.25,yoghurt,6,0.4059430456797331,0.162504398186899,0.1942802990955439,6
107,1,3.352,apple,7,0.7289318410192337,0.2237213477957101,0.4498708932604,7
108,1,2.984,banana,8,0.2347197127871594,0.162504398186899,0.1942802685764803,8
109,1,1.441,yoghurt,6,0.4059430718183441,0.2076087261323524,0.2136840404930556,9
109,2,1.007,apple,7,0.1772137346444492,0.162504398186899,0.1942802685764803,9
109,3,0.773,banana,8,0.4059431304811203,0.162504398186899,0.1942802887828117,9
109,4,1.875,bowl,9,0.2695765743017849,0.162504398186899,0.1942802685764803,9
111,1,1.34,Kettle,1,0.7289318410192337,0.5311617711295407,0.7065663508462356,1
111,2,2.044,cup,2,0.3733189604922926,0.162504398186899,0.1983125104662089,1
112,1,0.671,Kettle,1,0.1772137346444492,0.162504398186899,0.1942802685764803,2
112,2,1.912,medicine,3,0.3551805770556742,0.162504398186899,0.2005874417841923,2
112,3,1.475,cup,2,0.4059431403883677,0.162504398186899,0.1942802875779878,2
113,1,3.924,milk,4,0.2442776303389445,0.162504398186899,0.1942802685764803,3
114,1,1.976,coffee,5,0.4059429207034775,0.2209286359767194,0.2255259201740852,4
114,2,1.377,Kettle,1,0.7289318410192337,0.670183634902994,0.7557459441136821,4
114,3,2.077,cup,2,0.7272322516655584,0.2033907269224174,0.4498708932604,4
115,1,1.976,coffee,5,0.7224314084160893,0.3169940775425572,0.44987089673415,5
115,2,1.377,milk,4,0.4059430747004462,0.180866157073517,0.1942802955663217,5
115,3,2.077,cup,2,0.2347197127871594,0.162504398186899,0.1942802685764803,5
117,1,2.38,apple,7,0.7289318410192337,0.5760987777748089,0.7416877936071488,7
119,1,2.314,banana,8,0.7230107478174128,0.1726998767794879,0.4498708932604,9
119,2,1.34,yoghurt,6,0.1772137346444492,0.162504398186899,0.1942802685764803,9
119,3,3.756,bowl,9,0.5594494957597225,0.3894700629084738,0.4498708932604,9
120,1,0.1,banana,8,0.5576191879190586,0.3894700647523065,0.4498708932604,10
120,2,2.981,Alarm,10,0.5036246324532182,0.3894700765913947,0.4498708932604,10
121,1,2.884,cup,2,0.7289318410192337,0.1667125379658528,0.4498708932604,1
122,1,2.88,medicine,3,0.7202477450084959,0.3894700592380119,0.4498708932604,2
122,2,2.784,cup,2,0.4059430671732881,0.1628842863717977,0.1942802964817028,2
123,1,2.416,milk,4,0.4059430718183441,0.3100687704155975,0.2955620521973021,3
124,1,3.05,coffee,5,0.7289318410192337,0.7212028689412096,0.7557459441136821,4
125,1,2.512,coffee,5,0.7216710082788232,0.389470052673487,0.4498708932604,5
127,1,3.152,apple,7,0.7289318410192337,0.162504398186899,0.4498708932604,7
128,1,1.535,banana,8,0.1772137346444492,0.162504398186899,0.1942802685764803,8
129,1,1.239,yoghurt,6,0.2910075428399967,0.162504398186899,0.1942802685764803,9
129,2,1.976,apple,7,0.1772137346444492,0.162504398186899,0.1942802685764803,9
129,3,1.507,banana,8,0.7230052625922402,0.2536368192852018,0.4498708932604,9
131,1,1.208,cup,2,0.3330338065886942,0.162504398186899,0.1984228271623979,1
131,2,0.1,bowl,9,0.4059430713527643,0.162504398186899,0.1942802959734348,1
131,3,1.753,Kettle,1,0.3341905833840637,0.162504398186899,0.1987474863024902,1
132,1,1.208,medicine,3,0.2922649819526521,0.162504398186899,0.1942802685764803,2
132,2,1.104,Kettle,1,0.3496272384255539,0.162504398186899,0.2012884287017109,2
132,3,1.24,cup,2,0.7289318410192337,0.3894700592380119,0.4498708932604,2
133,1,3.484,milk,4,0.1772137346444492,0.162504398186899,0.1942802685764803,3
134,1,0.537,coffee,5,0.293686069442974,0.162504398186899,0.1942802685764803,4
134,2,1.108,Kettle,1,0.7004998433544877,0.2900413327331494,0.4498709445978958,4
134,3,2.38,cup,2,0.4059429810210279,0.162504398186899,0.1942803069587229,4
135,1,1.644,milk,4,0.1772137346444492,0.162504398186899,0.1942802685764803,5
135,2,0.668,coffee,5,0.2812166616164189,0.162504398186899,0.1942802685764803,5
135,3,1.072,Kettle,1,0.2384728284680455,0.162504398186899,0.1942802685764803,5
135,4,0.94,cup,2,0.719949648127185,0.162504398186899,0.4498708932604,5
136,1,2.112,yoghurt,6,0.7289318410192337,0.3894700585730164,0.4498708932604,6
137,1,3.184,apple,7,0.7219921290405342,0.162504398186899,0.4498708932604,7
138,1,2.012,banana,8,0.3054722880182994,0.162504398186899,0.1942802685764803,8
139,1,1.14,yoghurt,6,0.2812166616164189,0.162504398186899,0.1942802685764803,9
139,2,1.072,apple,7,0.3182161579916894,0.162504398186899,0.1943002365913913,9
139,3,1.172,banana,8,0.2812166616164189,0.162504398186899,0.1942802685764803,9
139,4,1.072,bowl,9,0.7289318410192337,0.2536368192852018,0.4498708932604,9
140,1,3.216,Alarm,10,0.3115291892466256,0.7195694773382136,0.4498708932604,10
141,1,3.924,Kettle,1,0.7232966691888723,0.727377296857638,0.7557459441136821,1
141,2,7.776,cup,2,0.318459589542822,0.5473142782883021,0.3737469072799756,1
142,1,3.952,medicine,3,0.3719738758502621,0.7233787170601661,0.4498708868106351,2
142,2,4.124,Kettle,1,0.405942982800211,0.7188256581586191,0.4498708932604,2
142,3,4.492,cup,2,0.6853094208669233,0.727377296857638,0.7557459441136821,2
143,1,0.1,medicine,3,0.2678482719482868,0.3894700583659683,0.2206712248462462,3
143,2,5.864,milk,4,0.2007404018465017,0.4983376694060202,0.3282009687947813,3
143,3,3.284,cup,2,0.2881771332759237,0.7120159796777692,0.4498708932604,3
144,1,3.82,Kettle,1,0.347666974088034,0.6567199310139008,0.4498708870998092,4
144,2,4.056,cup,2,0.4055538713223182,0.6402238917064431,0.4498708920414487,4
145,1,4.192,coffee,5,0.1772137346444492,0.3894700384871986,0.194280280067903,5
145,2,3.116,milk,4,0.1865714027706678,0.6398508790733274,0.4498708932604,5
145,3,3.32,Kettle,1,0.4059430772451924,0.7227303134959362,0.4498708932604,5
145,4,4.746,cup,2,0.7289318410192337,0.727377296857638,0.7557459441136821,5
146,1,7.272,yoghurt,6,0.7289318410192337,0.727377296857638,0.7557459441136821,6
147,1,0.1,yoghurt,6,0.7289318410192337,0.727377296857638,0.7557459441136821,7
147,2,6.2,apple,7,0.1772137346444492,0.3312673545056657,0.2000019266948103,7
148,1,6.872,banana,8,0.4059430718183441,0.6158456359623008,0.4498708932604,8
149,1,2.884,apple,7,0.3781107516403946,0.601513597139477,0.4498709680891054,9
149,2,4.256,banana,8,0.4059430718183441,0.7260609602662917,0.4498708932604,9
149,3,4.136,yoghurt,6,0.7245384557473402,0.727377296857638,0.7557459441136821,9
149,4,4.438,bowl,9,0.4059430718183441,0.162504398186899,0.1942802959168154,9
150,1,0.1,Kettle,1,0.4059430718183441,0.162504398186899,0.1942802959168154,10
150,2,5.832,Alarm,10,0.1772137346444492,0.162504398186899,0.1942802685764803,10
151,1,1.072,cup,2,0.1772137346444492,0.162504398186899,0.1942802685764803,1
151,2,1.208,Kettle,1,0.4059430588545523,0.2411743595428368,0.2399882451286263,1
152,1,0.504,cup,2,0.7258790164078983,0.2437542850613564,0.4498708932604,2
152,2,1.204,Kettle,1,0.3358062872055221,0.162504398186899,0.199202483823795,2
152,3,2.312,medicine,3,0.4059430606647343,0.2412170404654601,0.240014873,2
153,1,2.716,milk,4,0.4059430348562562,0.2846797241848357,0.2650087806294212,3
154,1,1.908,coffee,5,0.3067723397163358,0.162504398186899,0.1942802685764803,4
154,2,2.148,cup,2,0.4059430038377743,0.2980768521697527,0.280205313064617,4
154,3,2.244,Kettle,1,0.4059430661990242,0.2788098508362479,0.2588102552018914,4
155,1,1.819,milk,4,0.7289318410192337,0.464999651237003,0.6443276917640745,5
155,2,2.477,coffee,5,0.7273817091844399,0.4375131511769199,0.5838598632933022,5
156,1,3.756,yoghurt,6,0.7289318410192337,0.5757393589258188,0.7413251738052499,6
157,1,3.52,apple,7,0.4059430718183441,0.162504398186899,0.1942802959168154,7
158,1,3.952,banana,8,0.3740486831895108,0.162504398186899,0.1982220422251288,8
159,1,2.108,banana,8,0.6627434644657059,0.3894700592380119,0.4498708932604,9
159,2,1.996,yoghurt,6,0.7289318410192337,0.648172391605835,0.7557459441136821,9
159,3,3.352,apple,7,0.4059430718183441,0.162504398186899,0.1942802959168154,9
160,1,4.96,Alarm,10,0.2696704525789524,0.162504398186899,0.1942802685764803,10
161,1,0.1,Alarm,10,0.18889321168305,0.162504398186899,0.1942802685764803,1
161,2,1.204,cup,2,0.5771263668791117,0.2664799440007748,0.4498708932604,1
161,3,0.903,Kettle,1,0.5960289914585302,0.2495281197270034,0.4498708932604,1
