fold,sample_id,timestep,h1,h2,h3,h4,h5,h6,h7,h8
1,144,2,0.1915738787266444,-0.856329774,0.5545090892396572,0.5905340650151267,-0.735498802,0.5468268188670514,-0.743561216,0.019977762740428024
1,145,1,-0.647147916,-0.665451466,-0.656732219,-0.691713176,-0.541630137,0.6298974624587055,-0.453055156,-0.673805272
1,145,2,-0.892762367,0.39002411732037473,-0.772473576,-0.848212715,0.6560626870366438,0.721379814947961,0.22510556492256462,0.4942724664279167
1,145,3,-0.935420603,-0.654774113,0.18645973546197742,0.19172111290290958,0.8537476665372461,-0.335815226,-0.530829359,0.7896738237825874
1,145,4,-0.115121093,-0.893393703,0.40807405010759445,-0.443779306,0.7509565686216894,0.6787435775458014,-0.87061647,0.7320746316650935
1,146,1,0.6842175907820081,0.5043503771457363,-0.722379189,-0.640903465,0.3799454241163636,-0.722177924,0.703482391557416,-0.604652695
1,151,1,0.5029359724112024,-0.697976986,0.6987079240462564,0.4487949601675431,-0.387914061,0.6924675073776068,-0.559727847,-0.239082639
1,151,2,-0.417535295,-0.604313958,0.28971330386234156,0.8529671789898582,-0.720352191,-0.702743388,-0.775173331,0.5791511915391271
1,153,1,-0.598713729,0.6431996743049638,-0.694744605,-0.707902876,0.6719389425854544,0.6774263173241216,0.6280817105539879,0.6998464721690436
1,173,1,-0.58662078,0.6395489076467488,-0.683072185,-0.696393287,0.6600205682771804,0.6638116463027817,0.6026966247022477,0.6866660102824377
1,179,1,0.6222707690716047,0.5503842861275434,-0.673477473,-0.451140359,0.4706349514969326,-0.701684381,0.6298557985145372,-0.605429175
1,179,2,0.8911645280295921,0.8294427160887937,0.10193835224698496,-0.798210553,-0.067080814,0.12583018084865122,0.10383591778697646,-0.801372137
1,179,3,0.8894604268600914,0.929461269060348,0.6496519081408935,-0.892155862,-0.260478647,-0.543979926,-0.683570548,0.6786363732663339
1,179,4,0.9464588524426771,0.836525442374169,0.8898137675037985,-0.964906344,-0.436435014,-0.656723411,0.336033989165985,0.7146526521669142
1,195,1,0.5698750429224823,-0.715375792,0.7118706864978157,0.19437801367506574,-0.548428459,0.7214534248144334,-0.538159306,-0.09726203
1,195,2,-0.363135117,-0.767672011,-0.344550897,-0.593414384,-0.676511921,0.4622106937464584,-0.741068894,-0.671082779
1,195,3,-0.825580729,0.4951106543666251,-0.763808569,-0.848656148,0.6663442021421608,0.6611382077721698,-0.242482153,0.5261905495315304
1,195,4,-0.907105128,-0.576660683,0.27705652068152753,0.024486218360590964,0.8320547217737494,-0.403887214,-0.698796798,0.7914148472710072
1,200,1,0.6207198476777773,-0.701411066,-0.716465546,-0.711932357,-0.590744267,-0.018376136,0.6910234853684616,0.6948968912425234
1,207,1,0.2200940247776175,0.7081694885392213,-0.491696235,-0.651184514,-0.592487677,-0.480039191,-0.708330331,0.7241781257799802
1,212,1,0.5158698065444991,-0.708432318,0.7061153123070151,0.4797938461492052,-0.421566571,0.7019269102762516,-0.545415241,-0.192818591
1,212,2,0.43879525082577836,0.5010960003267393,-0.227186558,0.8261496658850432,-0.354316163,0.6631780950459024,0.4367642506886822,0.4772126787775927
1,212,3,-0.540170412,-0.09006492,0.046703298521364435,0.9406609485529853,-0.708131474,-0.47975126,0.49206831468431483,0.7339988797530519
1,218,1,0.6791575034315397,0.7036367700875938,-0.551791132,-0.694630801,-0.504058003,0.6764652269535516,-0.288354803,-0.711865436
1,226,1,0.6142717204138521,0.5714924707951768,-0.667856682,-0.446623822,0.4647672010791202,-0.698778459,0.6179407128822622,-0.600621772
1,239,1,0.6576461540188439,0.6920020260611808,-0.527202662,-0.670178821,-0.443324472,0.6573564987096026,-0.35849518,-0.701850225
1,239,2,0.4578081916558664,0.864031902077398,0.3522531318258669,-0.771114183,-0.473501174,-0.46849446,-0.744138617,0.6310998535086938
1,239,3,0.8211731553634928,0.9195645670466087,-0.334882373,-0.893230247,0.32717653435594285,-0.830831662,0.22270913880579146,-0.317423342
1,241,1,0.5251190809738072,-0.706633071,0.7053566047027848,0.41470451098864475,-0.458116946,0.7054095385098439,-0.549833179,-0.16708075
1,241,2,-0.397250364,-0.60927732,0.383370749693938,0.8361455119211342,-0.703488394,-0.688170083,-0.773764385,0.5678312013237595
1,254,1,-0.649602723,-0.373564438,0.1361078227020118,0.6851166578053387,-0.493455285,-0.653295938,-0.518930898,0.5661110026653203
1,254,2,-0.725282579,-0.74491407,-0.630120283,-0.179954024,-0.637904473,0.44653233788407815,-0.665159969,-0.438651329
1,254,3,-0.769969883,-0.855099727,0.6040620982293763,0.49343296602946074,-0.800834323,0.7539006930308785,-0.855323938,-0.772274008
1,257,1,0.23507047577136,0.7202122364414869,-0.563629783,-0.67685836,-0.625736153,-0.491854327,-0.710299924,0.7317428261647342
1,266,1,0.6553456391974414,0.6007092412962544,-0.706616998,-0.593150193,0.4171501970268663,-0.71685633,0.6681724205809786,-0.604916058
1,275,1,-0.616297042,0.6651922890477713,-0.717165144,-0.729479831,0.6913970893913824,0.6987740451036786,0.6674187351937267,0.7222086745213951
1,275,2,-0.764397877,-0.629033857,-0.673720372,-0.829579382,0.7265183014444594,0.7130486405367539,-0.251403838,-0.485348731
1,275,3,-0.591415196,-0.831474279,0.6703046792894826,0.12077888329585876,0.912512506,0.7908351343804193,-0.744113428,-0.584534559
1,275,4,-0.801637964,-0.874588733,-0.316832282,0.7082403838795835,0.9588645050057139,-0.678775119,-0.853438329,0.32085242787245505
1,280,1,0.5750125969487379,-0.693044816,-0.68658061,-0.661543447,-0.497247053,0.0005779182429361925,0.6626877226425609,0.6612424919715434
1,291,1,0.5547175762711828,-0.717658057,0.7147327795934219,0.3346926502437196,-0.491562104,0.715519476562335,-0.545855592,-0.17231767
1,291,2,0.2483113631337437,-0.636438218,0.8289037634146039,-0.392038609,-0.744913481,-0.518125276,0.4299156254010463,0.3245068821774374
1,291,3,-0.566342017,-0.474563022,0.5856201709738126,0.49637281833031577,-0.6925874,-0.733974354,-0.534644785,0.5450934906487431
1,300,1,0.6589485239060152,-0.728466377,-0.733050926,-0.730330225,-0.63884511,0.08780482920167944,0.7188972376351352,0.7154182808236347
1,327,1,0.3138732095603742,0.7199746912239147,-0.549134535,-0.706011754,-0.656339557,-0.470726534,-0.713240538,0.7399460677997086
1,334,1,-0.646197107,-0.646317467,-0.66462708,-0.697071386,-0.551037521,0.6239189658358695,-0.472945052,-0.674643965
1,334,2,-0.74214654,-0.828848134,0.6656107361850078,0.19151911388066573,-0.513476361,0.7713482851228903,-0.791052615,-0.845602902
1,334,3,-0.894484931,-0.81161144,-0.449387549,0.7643328723691096,-0.764706523,-0.718598108,-0.831747056,-0.498786818
1,341,1,0.36497777834930595,-0.504222263,0.629302575050638,-0.659215509,-0.576990705,-0.077966948,0.6260211948691644,0.12698450763398328
1,341,2,-0.533064422,-0.440471157,0.5216657348778418,0.3728986057121313,-0.717829092,-0.719164727,-0.445843776,0.5764392385411671
1,344,1,-0.664690697,-0.667922786,-0.702545347,-0.728636412,-0.632491158,0.6585385475003194,-0.388591474,-0.691509114
1,344,2,-0.817218302,-0.826264401,0.6841421750882687,0.22386550911913816,-0.64809635,0.7704198608974118,-0.789327241,-0.866626685
1,344,3,-0.94027709,-0.811451908,-0.576611256,0.7678161833842261,-0.844768068,-0.741448226,-0.78925042,-0.622525646
1,358,1,0.6781594521066463,0.7032608984843355,-0.552023654,-0.69341133,-0.501940647,0.6756730108646924,-0.29007252,-0.711313484
1,386,1,-0.659172864,-0.384036122,0.09253916871357612,0.6897314554772053,-0.532144747,-0.661651078,-0.502458288,0.5937350213282956
1,386,2,0.3827420929752317,0.3637897289298317,-0.672325111,-0.100950339,-0.702219281,-0.786653223,0.4668881766669986,-0.355133905
1,400,1,0.5956124081412351,-0.701098643,-0.701113584,-0.684261963,-0.539648116,0.006832488155662307,0.6777467061933297,0.6781351258097622
1,402,1,0.5109199564785254,0.6919539688708535,-0.635018525,0.6693859662785256,-0.317747861,0.6962356745711127,0.6799149522179839,0.494009328909521
1,402,2,-0.515428435,0.08305491687266352,0.06917995487999853,0.8968157868466264,-0.670019474,-0.353634552,0.582570401533614,0.7291599047047415
1,402,3,0.41918582741245314,-0.635606649,0.5888996584624692,0.8899828320436284,-0.677516975,0.5555653908609256,0.4609798541731212,0.1765848443410681
1,415,1,-0.604957891,0.6416716605134085,-0.702319231,-0.718966015,0.6826927987451573,0.6890676142185445,0.6452532957417463,0.70996949379789
1,415,2,-0.766764994,-0.648442414,-0.680613898,-0.83442004,0.7468362970687278,0.7193298037625905,-0.240033533,-0.497208657
1,415,3,-0.599962655,-0.834688913,0.6765951077933084,0.15724384776629055,0.9260406528724073,0.7909193920607794,-0.752803929,-0.569335827
1,415,4,-0.801196096,-0.877241797,-0.307912771,0.7219445269492488,0.9597309909046232,-0.677184112,-0.854852641,0.33824289469468755
1,439,1,0.1361269866596302,0.6906074428462499,-0.44291814,-0.580916968,-0.50770128,-0.484668995,-0.691882331,0.6967508595085745
1,439,2,0.7523464634912681,0.8780563893672414,0.03192163019075636,-0.878063683,-0.470669538,0.3578311121312779,-0.753035427,-0.545471278
1,439,3,0.929290511581366,0.9080029983424543,-0.028667086,-0.920220534,0.5916431476700501,-0.680764283,0.5023553956245108,-0.448220848
1,441,1,-0.659815846,-0.389669735,0.09496714285274732,0.6900542868212013,-0.533974175,-0.662085699,-0.501040255,0.5950434206268451
1,441,2,0.16304561216772953,-0.804846225,0.5546643908901819,0.6139777127949221,-0.669806007,0.4918386742938121,-0.766385671,0.030983440957135257
1,449,1,0.3716765683579972,-0.510664687,0.6300908660502831,-0.665047064,-0.588214709,-0.069483493,0.6353350354798858,0.15668410107022426
1,449,2,-0.209765117,0.5043161741720813,-0.248956127,-0.838859374,-0.648586647,-0.614338332,-0.643223747,0.7351389727847691
1,449,3,0.6051609404342642,0.8504457253936475,-0.04949781,-0.948213316,-0.526691162,0.22994811184156838,-0.7654121,-0.578289994
1,449,4,0.8700808664476624,0.9027779209959819,-0.132335049,-0.956931352,0.5605659842003701,-0.699525461,0.46002981822937117,-0.598898289
1,453,1,-0.616515464,0.6656478021924727,-0.717442346,-0.729676174,0.6915376430112165,0.6989597697200529,0.6678509500676089,0.7224396339365886
1,482,1,0.44624868394994466,0.66066824127733,-0.579307774,0.6797867858645065,-0.14044838,0.6702266516799863,0.6416680338583108,0.41925146761001747
1,482,2,0.7665445699241089,-0.592585057,0.6312617090332028,0.8503266513631363,-0.663693507,0.8673178467063878,0.7695490212500653,0.5332694464107978
1,482,3,-0.464958816,-0.27330909,0.13034167645414493,0.9366379546307945,-0.793287425,-0.619083096,0.5218247477000809,0.7116280928647549
1,501,1,0.5177970643958013,-0.702567972,0.7023499286592165,0.41895878182347207,-0.448060021,0.7020810864908666,-0.552949222,-0.173421164
1,513,1,-0.613599892,0.6595782811730482,-0.713715505,-0.727036589,0.6895579783314322,0.6964779287826215,0.6621015292808667,0.7193424516001211
1,532,1,0.46468108576468475,0.664488343541179,-0.586196606,0.6838206129199036,-0.170422121,0.6794874563974612,0.6549223181937113,0.4371251088874014
1,532,2,0.765909764813347,-0.586927036,0.627231891863532,0.8523545327145825,-0.661157022,0.8670664345091872,0.7514851089880589,0.5040840712101753
1,532,3,-0.542261945,-0.013077722,-0.084421486,0.9506576650452019,-0.843489889,-0.685776659,0.7422981938142392,0.7477164053642584
1,547,1,0.13954219792069436,0.6939783189764342,-0.460007549,-0.589136466,-0.519084727,-0.487345906,-0.693660965,0.7001289778387197
1,553,1,-0.579477681,0.6286672999313616,-0.674294471,-0.688983219,0.653333783563232,0.6573576653347404,0.5899272851113183,0.6786841868838678
1,562,1,0.5133124312648454,0.6822433979793396,-0.623939158,0.6824160647375241,-0.304512874,0.7002565876415257,0.6860154255997369,0.5006439393865372
1,562,2,0.7383304111978725,-0.521418587,0.5806919868150815,0.8583597027189769,-0.617090488,0.850462913357216,0.5918588566323764,0.3859200974014028
1,565,1,-0.608551485,0.6767847526329418,-0.712896285,-0.725958475,0.6858683238484526,0.689939969188665,0.6476330768228281,0.7158410479848287
1,565,2,-0.735800402,-0.688386037,-0.693775665,-0.844474822,0.8226945005343366,0.6898654564947599,-0.13581834,-0.502344528
1,565,3,-0.527471427,-0.836817232,0.6839770017959275,0.14071512403135294,0.9607920566535366,0.7818208546351342,-0.754170456,-0.517047492
1,571,1,0.5029359724112024,-0.697976986,0.6987079240462564,0.4487949601675431,-0.387914061,0.6924675073776068,-0.559727847,-0.239082639
1,571,2,-0.426289628,-0.641088627,0.3009462815747504,0.8554080813494976,-0.731198764,-0.708046018,-0.775315403,0.5925685415534468
1,589,1,0.44384848269006266,-0.545475338,0.6357421707524942,-0.708470979,-0.650132864,-0.023198047,0.6817418913441882,0.2736934666022405
1,589,2,-0.209171825,0.4991200285025517,-0.228411215,-0.82858216,-0.660833742,-0.622546179,-0.640548157,0.751493927217706
1,589,3,0.5947014170929908,0.8386810955421918,-0.074746872,-0.933455761,-0.499990185,0.24523118291272936,-0.753330814,-0.550048021
1,589,4,0.8531625288684022,0.8817423121674951,-0.372795598,-0.90894899,0.46994534325497594,-0.670583216,0.35099315314374735,-0.672460704
1,596,1,-0.682235406,-0.531244578,0.07051571435253101,0.6612139964021844,-0.646246157,-0.678278517,-0.366236838,0.6619206235173465
1,596,2,0.4026141443091778,0.18574189510516306,-0.703067031,-0.206391294,-0.75124571,-0.775509033,0.5681034680495934,-0.352526696
1,597,1,0.22881695240327046,0.7174347365362834,-0.545457847,-0.671371367,-0.613099059,-0.493459997,-0.709958877,0.7284339801798405
1,603,1,-0.611087071,0.5853683716643735,-0.699242367,-0.717847986,0.68692767799273,0.697099201550547,0.6631595585936376,0.7137047845633436
1,610,1,0.6292146003551905,-0.724262166,-0.719415506,-0.700660257,-0.587867522,0.10404780020581796,0.7062156143446716,0.7018610368394222
1,613,1,-0.619885908,0.6377006642917463,-0.725537883,-0.741398623,0.7045144606807932,0.7158366963543871,0.6971551621206142,0.7350631485638093
1,617,1,0.21233688668032785,0.6958089944334808,-0.424514294,-0.624840464,-0.571070696,-0.463230454,-0.706580915,0.7202415099360168
1,620,1,0.6621459930014723,-0.732074491,-0.734711652,-0.730683971,-0.644750065,0.11416382615408162,0.7226885244640375,0.7186829866151926
1,645,1,-0.619876413,0.6376575000584659,-0.725520062,-0.741389131,0.7045114248192776,0.7158276532351934,0.6971320687099475,0.7350511464212554
1,645,2,-0.739749079,-0.699361142,-0.693060533,-0.842015259,0.8325159713792016,0.7274056418236629,-0.065043214,-0.502126726
1,648,1,0.6867989344567011,0.7063510312045114,-0.549276907,-0.703869536,-0.520532045,0.6823687483635422,-0.27587555,-0.716089902
1,657,1,0.31270615434146176,0.7154204772852965,-0.53054966,-0.701312264,-0.653876857,-0.460880255,-0.712293654,0.7397819235051887
1,665,1,0.5616087730400008,-0.726998946,0.7219955778269143,0.4277941823566033,-0.48315133,0.7198982094521577,-0.519725963,-0.169378233
1,665,2,-0.31813234,0.5304868617741612,-0.250251941,-0.510611555,0.672690576481122,0.6643446631587433,0.466947814548271,0.7140572254273234
1,665,3,-0.679428475,-0.661812226,-0.66612803,-0.810410481,0.7071936170464957,0.7152796746869899,-0.250178579,-0.489166112
1,674,1,-0.666739639,-0.70325263,-0.709137841,-0.740757523,-0.66547753,0.6813722295721386,-0.28987443,-0.700444025
1,674,2,-0.871011552,-0.819738869,0.6821216043138351,0.2562282862496281,-0.734602506,0.7537142259378786,-0.776446015,-0.879638657
1,674,3,-0.950753329,-0.811856348,-0.589702237,0.7823639639751028,-0.86421667,-0.741392925,-0.731829125,-0.686150272
1,719,1,0.14456999739334475,0.6922993160867384,-0.44315607,-0.569647066,-0.532246757,-0.471567753,-0.69701363,0.7068591486762814
1,719,2,0.764115806004546,0.873136946409559,0.11313800328200754,-0.880275982,-0.525359747,0.40458266109193336,-0.749195506,-0.558501883
1,719,3,0.9358280083014145,0.8926663831874485,0.10344596671257884,-0.929675647,0.6164643521788831,-0.685322718,0.5591844727244959,-0.429138883
1,719,4,0.9709237626348012,0.6209411728738345,0.7627176334548521,-0.925510247,0.2710868326828366,-0.143200838,0.7184987943637426,0.5329583726152374
1,723,1,-0.617597965,0.6053114100777969,-0.709153495,-0.724450687,0.6925049742575982,0.7027144766321204,0.6749793695411305,0.720861910616421
1,723,2,0.38051787683841676,-0.69205158,0.7281314553538513,-0.234570417,0.8675413121925959,0.8980503616413265,-0.065773913,0.6547488661051241
1,728,1,0.6519427344858939,0.6863098141915681,-0.504580127,-0.661974526,-0.418710809,0.6527449782973552,-0.375049126,-0.699234584
1,734,1,-0.664690697,-0.667922786,-0.702545347,-0.728636412,-0.632491158,0.6585385475003194,-0.388591474,-0.691509114
1,734,2,-0.77906654,-0.827470313,0.6698566400152685,0.21992648628845954,-0.587689249,0.7766238243792558,-0.771139512,-0.855217442
1,734,3,-0.882374563,-0.796447107,-0.356354453,0.7610163369307654,-0.767877915,-0.699197239,-0.812266395,-0.571302165
1,737,1,0.21935530164118108,0.6983368960909471,-0.448175474,-0.630534484,-0.588487879,-0.45886502,-0.707327822,0.7248689735209979
1,749,1,0.7148659686898469,0.7137506407333462,-0.58050381,-0.731468377,-0.609783186,0.7061639793259606,-0.081284982,-0.723831318
1,749,2,0.49054265009899056,0.8515005648909998,0.5603650507848119,-0.824979663,-0.660370685,-0.514951646,-0.710609077,0.6954159034346888
1,749,3,0.8454101126187039,0.9089883511268473,-0.155495653,-0.924996049,0.31897340414281045,-0.854800363,0.4055285572800233,-0.328710355
1,749,4,0.9517245837161764,0.6644703720845732,0.7305979298099506,-0.941154498,-0.331051259,-0.446818869,0.7129351248137878,0.4708532905536268
1,750,1,0.6607666243150151,-0.731893054,-0.733650231,-0.729576583,-0.640454041,0.11306159954127172,0.7215364980211877,0.7171269176636572
1,768,1,0.6724239576726009,0.6914249327094337,-0.504523008,-0.679340281,-0.466497062,0.6741548593811937,-0.288245245,-0.709060886
1,799,1,0.7142646837302421,0.7129960833358812,-0.576271215,-0.730836439,-0.606542073,0.7057399544981978,-0.08951104,-0.72403964
1,799,2,0.6713335781878201,-0.243795565,0.6761923993461653,-0.826047504,-0.685314167,-0.3170173,0.6850766079795337,0.19517995949914388
1,825,1,-0.665683511,-0.698785566,-0.70824981,-0.740023486,-0.661814066,0.6782803215991329,-0.317152407,-0.701333473
1,825,2,-0.903652633,0.4443761357391429,-0.773438488,-0.851423307,0.6546618916619467,0.6991169453965653,0.33808292136940843,0.47254802223226583
1,825,3,-0.424258057,-0.712004883,0.7236270610829397,-0.446735152,0.8693861218663104,0.8796522562526973,-0.491301729,0.36627896841024754
1,831,1,-0.667875108,-0.454794934,0.1378757420670413,0.6852719544946455,-0.562767571,-0.669664764,-0.488929177,0.6081813164100226
1,831,2,0.23119040822868187,-0.837749303,0.40665301315974767,0.3862189931615107,-0.735081048,0.5460045661897656,-0.769667238,0.014203923650088624
1,865,1,-0.619048067,0.6423342288735092,-0.725167224,-0.741054329,0.7039617234817676,0.71477927467318,0.6948706896698664,0.7343348668072291
1,865,2,-0.761719005,-0.661076031,-0.681468016,-0.838109302,0.7693298126191819,0.7281322701246886,-0.214831329,-0.505132868
1,869,1,0.2676913395284943,0.7202742678222983,-0.548516348,-0.690562702,-0.631614512,-0.489645473,-0.712968175,0.7334586610722584
1,869,2,0.8037941284757146,0.8837594044840146,0.22872926856481607,-0.907190643,-0.49793881,0.37609276943205183,-0.767047679,-0.557076999
1,869,3,0.806453984551781,0.273595888227589,0.7814828120511754,-0.93951908,-0.478687269,-0.47472916,0.4607176501949949,0.34580061881320345
1,883,1,-0.650429134,-0.666398407,-0.66457128,-0.697500047,-0.555908821,0.634322212619762,-0.444665996,-0.676659472
1,883,2,-0.907553693,0.5256783842779115,-0.770873774,-0.858021433,0.6691708932204764,0.6388630445519354,0.09530345429969087,0.48173063328443433
1,898,1,0.6964922545523847,0.7163983117119332,-0.597191577,-0.71572562,-0.567390745,0.6893338610365967,-0.208052859,-0.716997147
1,902,1,0.506114925113081,-0.699043443,0.6996565641046851,0.4429768900110629,-0.401052081,0.6945852618726981,-0.558776031,-0.22634995
1,902,2,0.4322027924333033,0.5020122234078819,-0.22518745,0.813460266315445,-0.294040053,0.6551367179003922,0.4105041850786968,0.4485091231107357
1,904,1,-0.664156176,-0.665556077,-0.702084599,-0.728274019,-0.631035541,0.6572324950387042,-0.395356286,-0.691555717
1,904,2,-0.858593487,-0.818544732,0.6688582560871782,0.21256979045839108,-0.681401906,0.7416236991754215,-0.795649238,-0.876361634
1,910,1,0.6621927571577952,-0.732080177,-0.734747334,-0.73072124,-0.644894608,0.11420156602988715,0.7227274473010756,0.718735376317499
1,934,1,-0.663616499,-0.697026444,-0.702569536,-0.737531606,-0.651128891,0.6741436085661552,-0.35597191,-0.703072393
1,934,2,-0.775355944,-0.832667623,0.6720926482879546,0.23846620786638015,-0.593504711,0.7829509237709205,-0.763061846,-0.856567057
1,936,1,-0.669824856,-0.477606056,0.14519365731117895,0.6890413915639525,-0.568036727,-0.669566913,-0.475732035,0.6143054216967071
1,936,2,0.41073499950650527,0.17294420564932417,-0.696610039,-0.163192863,-0.751011185,-0.77003209,0.5171729797403746,-0.389156844
1,958,1,0.6862965789210556,0.6973334594006961,-0.519641762,-0.696534255,-0.508434504,0.6857675813996629,-0.233749338,-0.715213072
1,970,1,0.6609226427721253,-0.731844229,-0.73379094,-0.729757763,-0.641038976,0.11261531673256674,0.72164192929058,0.7173123241951882
1,972,1,0.570890896670104,0.6784060211288853,-0.640299947,0.6651165304226562,-0.430930237,0.7201891271144265,0.715971182510307,0.5550014517508791
1,986,1,0.6842175907820081,0.5043503771457363,-0.722379189,-0.640903465,0.3799454241163636,-0.722177924,0.703482391557416,-0.604652695
1,987,1,0.3164329296335934,0.7177703188960103,-0.546703955,-0.704617104,-0.660245699,-0.46104026,-0.711613779,0.7411399078792977
1,989,1,0.4930075436332326,-0.634737613,0.6716559356412152,-0.72030572,-0.666072584,0.05154659664947088,0.7002419756679349,0.251039493275149
1,989,2,-0.134577449,0.4271037431704951,-0.096917548,-0.777598157,-0.645315911,-0.593835834,-0.609213362,0.7479794188985468
1,989,3,0.6474824609339277,0.8207938849301057,-0.000253635,-0.930569655,-0.564202291,0.3274328637593419,-0.744410669,-0.576990478
1,992,1,0.5185539783321617,0.6533042328464219,-0.600059869,0.7010625273092044,-0.285586633,0.7075982556393611,0.6969793653327166,0.5164683771449465
1,992,2,0.7734302555895024,-0.613053837,0.6329678741014008,0.8733075834152759,-0.702768655,0.8779619952706648,0.7974978507069648,0.5554398322699977
1,992,3,0.12047871395973812,0.5556230121823906,-0.331661346,0.739759042631003,-0.809018641,-0.582643636,0.017064539641683397,0.773564183494316
1,992,4,-0.544350093,0.26012535749389326,-0.01344123,0.9002337630599819,-0.74694739,-0.756268084,0.4432370990479853,0.8596596980057205
1,994,1,-0.665371423,-0.700304027,-0.687847281,-0.722897721,-0.618488441,0.6680050143510831,-0.345825752,-0.692861446
1,995,1,-0.61127185,0.5850446101801512,-0.699401274,-0.7179608,0.6870830871191443,0.6972822405071717,0.6635467950757764,0.7138817397213026
1,995,2,-0.747323143,-0.704466334,-0.700821979,-0.839829106,0.8339884505403369,0.7167763985128005,-0.092883862,-0.500511487
1,1003,1,-0.61756629,0.6408009047112723,-0.717884537,-0.733595106,0.6976694162397049,0.7066972478532358,0.679960746715922,0.7267865209002599
2,12,1,-0.467457607,0.6821378530696581,0.6588218545306859,-0.599571232,-0.525698772,-0.675775059,0.6851182900203818,-0.511751232
2,12,2,0.594223598017508,-0.634242399,0.7067684184092441,0.37483114299480763,-0.562128997,-0.877214641,0.7354325534033034,-0.686421963
2,12,3,0.7746896986997327,0.4735286393811694,-0.309051429,0.7735335189424755,-0.908909847,-0.826121836,0.8601627405938372,-0.851545088
2,40,1,-0.677636985,0.258928300104837,0.46652297266155357,0.5996879646644893,-0.557088369,-0.698155361,-0.692793589,0.7183278206383832
2,48,1,-0.338648412,0.27807657609965036,-0.713594796,0.6932135283793531,-0.647680624,0.7179661290267416,0.5916020631258087,0.7099023014962856
2,57,1,0.6799122973239236,-0.441811652,0.6943384860039101,-0.707619753,-0.184489943,0.6144967276747613,-0.674933982,0.7050751448343292
2,82,1,-0.48291892,0.6773084685192156,0.6546616065826173,-0.59357338,-0.530863506,-0.664859005,0.6803656310266998,-0.509565149
2,82,2,0.577409453701589,0.7576124968185871,-0.404120158,0.4107132929730145,-0.864313855,-0.794133781,0.862050030820643,-0.848050188
2,82,3,0.8814050858302604,-0.693023876,0.6490459000743503,0.47466247312727333,-0.890461785,-0.887179317,0.6009694175783018,-0.746252204
2,88,1,-0.37780293,0.42833039450900856,-0.708576221,0.6648251330595069,-0.594066586,0.69161242296489,0.596956993846135,0.6946821561270023
2,93,1,0.5752756027505908,0.6488081567381896,-0.682783522,0.4455053477125293,-0.678640374,-0.038379099,-0.315397791,-0.711356508
