sample_id,timestep,Kettle,cup,medicine,milk,coffee,yoghurt,apple,banana,bowl,Alarm,label
16,1,0.007205585078145018,0.054034719071867944,0.0028360648741669165,1.789029953957234e-05,0.05186767888190786,0.3047737411401954,0.3023241219673044,0.20831976609658537,0.032829688237560245,0.03579074435272742,6
16,2,0.05349193599206893,0.04440347503872498,7.262650736917583e-05,0.0006528264676165041,0.003743508430701768,0.4483460916368575,1.1529223490928762e-06,0.02408856847942022,0.062094167112930976,0.3631056474119608,6
17,1,0.03550039525121605,0.026740728961058377,0.0024903903873120287,0.0021133896422161976,0.22116555939242047,0.05508070641767972,0.3040184582205285,0.0005530503819716781,0.3518510475537702,0.0004862737918268159,7
18,1,0.00017883012873069567,0.0021635272263040113,0.026062259803513566,0.00013090979743869932,0.01984080680122867,0.0003479220890105327,0.0008171160073295643,0.7358845940219515,0.009355822081701553,0.20521821204279125,8
19,1,0.0013913960526984756,0.0013875147687309687,0.012248670136524554,0.21059869887505997,1.0258990503486037e-05,0.09432594301683174,0.2644944424740091,0.3452807704107912,0.018473057853196445,0.05178924742165398,9
19,2,1.5781925330753613e-05,0.08721943181916918,0.03876025949198333,0.009154322306512365,9.230849343576432e-05,0.13353170105536796,0.5691223562703696,0.009416023765024624,0.15232424636929862,0.00036356850350802904,9
19,3,0.05346002221864413,0.04866430119409313,0.0007185264648358409,0.004611822517176544,1.9105155323471174e-05,0.3234779975510288,0.001869574000033381,0.13192325219814077,0.40627190869825436,0.028983490002469574,9
19,4,0.004340274693036823,0.05467524947763701,0.001236191448947717,0.0012712920736111198,0.00012519906256151407,0.00013644432066005658,0.42414281101032786,0.005753278914911582,0.5074068086741492,0.0009124503241570641,9
20,1,0.050653147214428054,0.010005573059757286,0.005929932710877446,0.00433965983205303,0.00041106926907583276,0.00032149166299103526,0.006073627101466803,0.010341823619088393,0.2872609143673535,0.6246627611629086,10
21,1,0.4418914585413046,0.24531750890497328,0.03811377297585535,0.003130087408305663,0.09311386341633512,8.151909913182395e-07,0.011790838955813484,0.02283058128080544,0.04416569653358279,0.09964537679203288,1
21,2,0.04087571692667476,0.9041491110238431,0.021532432958601744,0.005230046446356307,0.0005249121798646728,0.0009334807004836837,0.005592037107672438,0.01856226869745479,0.0005552204928411594,0.0020447734662070644,1
22,1,0.08849171993012939,0.08902376056582205,0.4310925133065973,0.010463925697386672,0.017736091320832505,0.0002605448621164704,0.012132110955829499,0.20552470935787434,0.022412387940467182,0.12286223606294469,2
22,2,0.1263233633400105,0.5527542843499168,0.002112592027208609,0.0020982039496397296,0.0031021210046843915,0.17914138965080179,0.02654240565941363,0.08171529593044508,0.006741454342564172,0.01946888974531537,2
23,1,0.08815640496825237,0.0034270023461961748,0.18389424571637997,0.5222578861620826,0.031229455678327977,0.014453064555172071,0.0013924786415523888,0.00926720429704783,0.10021654978016167,0.04570570785482711,3
24,1,0.04278983630219689,0.27979408952474033,0.009668009079763704,9.523421146747248e-05,0.522347033550189,0.0009052021567567631,0.016327844969670397,0.030993056334056756,0.023812137949878943,0.07326755592127972,4
24,2,0.21017482284353906,0.4837655905219372,0.006446723092868453,0.003979709956129997,0.004734642233153973,0.014008389633965139,0.05346796704837339,0.04891150947267849,0.04731359154981328,0.12719705364754108,4
24,3,0.00018654658728483822,0.9117875046835867,0.0012570623403657453,0.007927689621820586,0.02357188471081797,0.03287405328946674,0.0007472036511844357,0.0026625693172034554,0.0012676657149365263,0.01771782008333299,4
25,1,0.010390866470921493,0.26863724032801356,0.004656469889053749,0.36931780520637625,0.29217152439463606,0.0005143431466933766,0.02781971960632436,0.0007518900179786811,0.019346278134667196,0.006393862805335179,5
25,2,0.0529207364201852,0.2077796179631043,0.0005963723879489806,0.002669765255065391,0.681276849297326,0.012462021989128479,0.0003959692082885678,0.0010846018936389776,0.006658831578215676,0.03415523400709829,5
25,3,0.355014173471582,0.20164364458022993,0.1950547051634363,0.16365811556685675,0.00011309796778688082,0.005682294804932992,0.004192315695445785,0.008075351161641252,0.0648391169738667,0.0017271846142213828,5
25,4,0.0007020591012384844,0.8978064157235837,0.011170222575757066,0.08207509384855091,0.0008512575882913111,0.004110370507842939,0.0001611536993821805,0.0006158958602707087,0.0021169766371116673,0.00039055445797072004,5
26,1,0.15974817054805876,0.10112015773040003,0.003201757188550026,1.830172382598169e-05,0.00011418931838384742,0.5112813535552172,0.07251735982305542,0.04207963253160079,0.03360113284932143,0.07631794473158644,6
27,1,0.010850224197641024,0.11171929532616139,0.0004402152229195247,0.006556141328437822,0.09730059622073094,0.004121390430987205,0.6750158614424521,0.036589982115582606,0.05653096710775028,0.0008753266073371575,7
28,1,0.0003224658526005835,0.00022602434488582394,0.129714684923409,0.0054534040725304,0.0010366166259835597,0.00030199448137285893,9.747714763734491e-05,0.5334754137664189,0.00018854146312425696,0.32918337732203723,8
29,1,0.0016238669950296228,0.002040385077466676,0.007804951077791344,0.020102278938944684,8.616605428244374e-05,0.28889485053685393,0.3216915213988352,0.07289456924990104,0.2751998672491429,0.009661543421752265,9
29,2,0.010649161224503765,0.2732543522995721,0.00031008441813439584,0.0002974241713268577,0.00018019379118890762,0.00010100288625912648,0.42833021874229205,0.0823358142746147,0.2045217762683158,1.9971923792321125e-05,9
29,3,0.0013897342214676724,0.19645976264846562,0.0005813286032247826,0.011882131394384413,5.108140702505004e-06,0.09549138253466793,0.41180092417199693,0.2822561459051211,6.254837032989979e-05,7.09340096392147e-05,9
29,4,0.12094338651995105,0.010921426623218012,0.00265483156746832,0.006429105102305183,3.391169798600776e-05,0.05653273683002504,0.0001445370433494499,0.4207300962561943,0.3811999305242932,0.0004100378352094723,9
30,1,0.10447640176782316,0.000835626130710561,0.04149327167875114,0.04820703646638342,0.00040264205476752996,0.0018286637049047506,0.010164888521465716,0.002590589907926682,0.16441992543999173,0.6255809543272752,10
31,1,0.36351932684526794,0.4414179054989427,0.009659424236273402,0.013373488677541104,0.07453605853757063,3.3683136331354086e-06,0.007344743375239563,0.036919565206682776,0.010858049104732145,0.042368070204116606,1
31,2,0.628865800649298,0.0005255700345902689,0.03317136126252312,0.09651363375930155,0.0030104016384977696,0.002207274051678735,0.16391158312549448,0.028111976173244294,0.007487635226021945,0.03619476407934976,1
32,1,0.1425258099937396,0.1233553809269274,0.4798108643938079,0.006155548254998945,0.05206503005918826,0.0019220249006106451,0.029877232250135225,0.015237905098538682,0.07600950647447048,0.07304069764758309,2
32,2,0.25173455072818013,0.5720619040562596,0.0005988847846702846,0.0048063943229606845,0.0019890046852065455,0.06759757110885804,0.002554878755756986,0.09330628605747607,0.0011710107230505854,0.0041795147775810886,2
32,3,0.569043716605926,0.0001856881261685482,0.23613481243716777,0.001093556985782101,0.0016210277444244424,0.0012453882183097278,0.07950244113652578,0.013917407296517038,0.06261865316323927,0.034637308285939326,2
33,1,0.06128140543126062,0.05937582171678621,0.10944885998408728,0.5137785291225826,0.07010032628891184,0.0006914543320860689,0.0066147284478641375,0.046368226939968,0.08655383092429582,0.04578681681215755,3
34,1,0.06800844300732105,0.25634563364158836,0.008465340320994016,3.016715801786035e-05,0.49498593529692503,0.0009748795157302082,0.026108129608565324,0.008683085033811764,0.04946015951919565,0.08693822689785066,4
34,2,0.21818377835940356,0.5580530702711479,0.00038408664459095473,0.0014260145547138638,0.002640806925313458,0.011637398690145448,0.004200762578548808,0.04968601396883227,0.09069441775862207,0.06309365024868163,4
34,3,0.5895840794113847,0.0024647159787757364,0.0009046337806374777,0.011807406924975814,0.06753872945567564,0.03747386010053989,0.0014739098787870494,0.001522031719075523,0.13136064613034637,0.1558699866198017,4
35,1,0.11382823745349377,0.006007925822359464,0.1120337977678779,0.4799150676006994,0.1431414381147641,0.0005635462293374902,0.02029803771202655,0.0010623223499308982,0.012915258789517948,0.11023436815999244,5
35,2,0.05570063065119749,0.11304756570365669,0.0006500350169207002,0.0002501676785458219,0.6536056632432307,0.0027879655438769334,0.003968494532447864,0.0005930543921599214,0.026032265591310843,0.14336415764665306,5
35,3,0.10328039802269894,0.4231659992349333,0.048545600093176,0.040799877990051796,0.0005243931300298678,0.00033649792247648734,0.03749297715623922,0.1501440906154815,0.1887157537797212,0.006994412055191745,5
36,1,0.25260273025276736,0.037646708134311896,0.0022698930588139024,6.968231654719694e-05,0.00013912235599337092,0.5818512810461428,0.024571368882513572,0.029509705637971926,0.025003874331510727,0.04633563398342701,6
37,1,0.023499876387286952,0.0018192396482541718,0.007912478533672362,0.23474053132775155,0.011059425295971549,0.0027446617917342964,0.522144956875587,0.1769332241787959,0.004957661495312826,0.0141879444656333,7
38,1,0.0003127354464115508,0.00023875228661052533,0.12644888385962996,0.0052850520639698625,0.001080527944148913,0.00031756036547575306,0.00010312692297890488,0.5371799562244809,0.00019685292752440184,0.3288365519587693,8
39,1,0.0007077026383751646,0.023788042437708105,0.002640949162873519,0.02252918234519178,0.00019517844233030032,0.13560245206314203,0.4425751456096897,0.24653061289403305,0.11872304226411906,0.006707692142537338,9
39,2,0.02229567227853844,0.034414044591897605,0.00029409236875851675,0.0014228210937447458,0.0025874107642428943,0.04036760106293669,0.007606084069503934,0.4533909793519416,0.4116551611713863,0.025966133247049255,9
39,3,1.9466903116109022e-06,0.09115720230588008,0.013554407606824193,0.0016321783952905375,0.0009959701780733363,0.32356872096513634,0.2179066740559803,0.00019845569838147025,0.3507818968084714,0.00020254729565090322,9
40,1,0.0778724359661685,0.0005575306728627092,0.02400334719799429,0.013091848203758671,0.005758690529183523,0.0007847012669726152,0.01947603482037526,0.0018762292432590374,0.3077567639088198,0.5488224181906056,10
41,1,0.22272822752378774,0.5286821950329581,0.011111694176645719,0.011095581540330274,0.09029286860708557,3.726699986404705e-05,0.009202770846454678,0.025460619193517057,0.06581283090112401,0.03557594517823283,1
41,2,0.6085292006220877,0.0067104514554701235,0.01796324919699964,0.007311788277817165,0.004761243831431749,0.00672933790447233,0.28993935432023427,0.01384435020779202,0.03203920177558032,0.012171822408114617,1
42,1,0.1568791434626732,0.03296057226861908,0.3803479799438268,0.08434438861214043,0.004621539186649648,0.0004489739978139615,0.005791574268383973,0.19926724388405442,0.0024358378619915204,0.13290274651384704,2
42,2,0.33504028484704185,0.4776123732366773,0.0016435072675861327,0.011864445523220331,0.0008276777010768605,0.029946183017818526,0.004640552903917059,0.13317474720178596,8.555672745981155e-05,0.005164671573416065,2
42,3,0.5120711043563665,0.00016763222198839435,0.3646405269010966,0.04438418169213243,0.00010473683018249004,0.005600870349946462,0.016131052885723786,0.020084392479071102,0.0005977794459962814,0.036217722837495886,2
43,1,0.004889002271789801,0.3226580426530157,0.013758941867515863,0.3876969025768876,0.08667038324473378,0.010684094687320834,0.003923696543136798,0.010741633049188069,0.1560961474907274,0.0028811556156840435,3
44,1,0.13768871282566217,0.078941106567712,0.028693974958559233,0.00015129982865710415,0.5692564445601438,0.0037323902030089594,0.0057052322932503756,0.008390375515117279,0.06851895451869147,0.0989215087291976,4
44,2,0.17296134269849398,0.4787580953395446,0.001959572212426509,0.006671517501046233,0.002167248018076097,0.00914715271118733,0.002943483087066497,0.14776283797059767,0.07247064395271861,0.10515810650884254,4
44,3,0.6094139812717121,0.001895748732099998,0.0018210753599727737,0.0060746845541779166,0.06621566897476432,0.0762049004563602,0.00032566252441058673,0.0006845778588510352,0.19968143350193007,0.03768226676572094,4
45,1,0.034981909402130494,0.0805485378665481,0.01266096662717756,0.32081103577382547,0.29858376366877576,1.3331321743616479e-05,0.1697393984892109,0.001998135290590805,0.0068832288169465555,0.07377969274305061,5
45,2,0.1399088898328493,0.10551193376894094,0.083290515438622,0.4165815544920769,0.0011856589108458202,3.960606631331344e-05,0.07258300665293528,0.08281090572892037,0.008023928293382079,0.09006400081511427,5
45,3,0.0004054474678698114,0.3433016275359906,0.04787211173477458,0.5982734619534664,0.0010481042599954338,0.00034779060414939555,0.00017447945133933449,0.0020806311975334925,4.248014103126321e-05,0.006453865653849567,5
46,1,0.014212822522980114,0.16312912077054337,0.0026177853879397867,5.692537739679762e-06,6.597986731582409e-05,0.3833723349779963,0.1001028978927522,0.046940856978433365,0.009787231077642428,0.27976527798665685,6
47,1,0.012063446902841198,0.036024016751971866,0.00137115536503203,0.07155476918808827,0.027996710671401526,0.037096572678555324,0.7285900239120374,0.04837285917110432,0.03549610837017653,0.0014343369887916263,7
47,2,0.01346343443239479,0.0478835718679181,0.001681348472494259,0.05130767990974146,9.184300854034413e-05,0.35839212977317003,0.5243007235235553,0.0028041133273651866,2.0624050432076586e-05,5.453163438847543e-05,7
48,1,0.0005490145752601196,0.0002738966766057952,0.31384427331880477,0.004474901593339282,0.0006980830668743827,0.0007961333512248456,0.00038441246991887827,0.6586390999956957,0.0005312476573776074,0.01980893729489855,8
49,1,0.0007685308475198007,0.004270583549728921,0.0022698620892797478,0.07364948484980288,2.4691253743778208e-05,0.15427164212844238,0.26019728262896774,0.3303332093320164,0.14455286814983304,0.0296618451706654,9
49,2,9.397597398161437e-06,0.13229631635636402,0.010526681092064992,0.0030850279072100104,1.7384461188009845e-05,0.33378013875731494,0.3195926204845748,0.0007300705528505005,0.19976276637693852,0.00019959641409588867,9
49,3,0.02100899112086569,0.018738111842697518,0.0003149153078114253,0.02226461612661536,1.2923978706736864e-06,0.3651477552258182,2.4870561818837733e-05,0.17560322195158448,0.3651549575364228,0.03174126792849499,9
49,4,0.004988266202365169,0.21849695594306828,0.00019580716583328394,0.00206591082281872,1.0981379245303859e-05,0.01005891043716605,0.012247920581148848,0.002985997185991689,0.7485204497959135,0.00042880048644904285,9
51,1,0.23856484485032506,0.39233611730285706,0.0008038893069930244,0.0014748525554694905,0.0017248639740614104,0.0005220491283610025,0.0007044286254909097,0.007230599137754055,0.3535675016213816,0.0030708534973064978,1
51,2,0.7984138575126557,0.014676613156701743,0.003756304364056984,0.0026650774056893706,0.0069017189102339675,0.0008099089554909585,0.04444400694354125,0.030981971808881823,0.09113237546729712,0.006218165475451292,1
52,1,0.26016984953198513,0.130602923975229,0.4672165936888342,0.004608378311881189,0.040990917694015444,0.0015734778467626836,0.02474430635984436,0.02537582939127806,0.023526176905077256,0.021191546295092834,2
52,2,0.00020621569060233125,0.523163837038374,0.458463931120008,0.0013941114012079217,0.0005356847560314931,0.006000698998620902,0.0018689650490468731,0.005065553403650355,0.000773917556965916,0.002527084985492147,2
52,3,0.301194096460788,0.0018092853490195924,0.46888832827505994,0.0013865910625202532,0.002105170974332133,0.003034512325726129,0.04793124816054732,0.03622728851160226,0.05489236614917075,0.08253111273123356,2
53,1,0.06870445309966265,0.00491663630279656,0.17123614801579878,0.37453641263125237,0.06059753917061787,0.00019310441230471382,0.0062486462897064525,0.05632322834048047,0.16627680731352595,0.09096702442385422,3
54,1,0.06331016452481998,0.06702252695489172,0.053372024353099706,0.0007753875509844514,0.4708236026126683,0.001746484376267117,0.08449272290696527,0.017673173041407617,0.004201329592892341,0.2365825840860034,4
54,2,0.28434544442667703,0.3289950220583285,0.008758057942282994,0.09920427512254536,0.00033808725175030614,0.013723869859298654,0.0018192807042308036,0.12422937569147292,0.0022716058175704145,0.1363149811258434,4
54,3,0.4824645452188708,5.800460617574467e-05,0.021489342350558965,0.14354538469065728,0.013620588829206302,0.014548664230449421,0.001108626738984757,0.0056729513507884285,0.0087602394436504,0.30873165254065793,4
55,1,0.07410319092598718,0.01202649083162589,0.12084093708813776,0.5113427585843375,0.19489507992653585,0.0009419226764281271,0.026683609842430706,0.0012096764754593154,0.006824560763861522,0.05113177288519611,5
55,2,0.07984909076636762,0.08218988278360254,0.12160994060228916,0.44670934969581894,0.0010657985009734207,0.0006244270074647385,0.1321333906089043,0.02267773877604352,0.009761020720729317,0.10337936053780626,5
55,3,0.08946650562959627,0.3453931650173528,8.549997915734897e-05,0.00017120825101347523,0.34735704637948617,0.004274451579332011,0.005665532433077614,0.000306466367935165,0.015318945059468318,0.19196117930358078,5
55,4,0.5264550634334674,3.8821309682106076e-05,0.16945843013676737,0.0847158785713263,0.0333310217177134,0.00039952372315688376,0.03959841567988619,0.0003707995933456986,0.1380374701755113,0.007594575659143586,5
56,1,0.05661018994900847,0.08091226865310105,0.0023192423366247715,2.4850213327788158e-05,0.00010776892913086581,0.4731210632821336,0.13304009825028823,0.07253741337584214,0.04299507357301926,0.13833203143752393,6
57,1,0.0022096087506665706,0.12213115789288986,0.0004590881938145256,0.008726123646795828,0.10968055528586457,0.038011447843609686,0.6330551279607641,0.00936087703547413,0.07471356163943364,0.0016524517506869276,7
58,1,0.0003496817267673967,0.00021484826289097213,0.13592191472170753,0.005485092705314401,0.0010156369690364907,0.00028527914275127043,9.091714123082044e-05,0.5313825758547455,0.0001813098289343847,0.3250727436466213,8
59,1,0.00023397775158539972,0.083497085256299,0.0007997845029513267,0.027164642111799756,5.1302928229923085e-05,0.37734829945139786,0.3312545218420827,0.07770016703733333,0.09960004316083787,0.0023501759574828915,9
59,2,0.0047906207745313815,0.19081071933977053,0.00034432187293938037,7.383945825041177e-05,0.00038999617193333485,4.2615887736617673e-05,0.4864039303890236,0.0537864018010161,0.2632724698521596,8.508445263910469e-05,9
59,3,0.05301417395829024,0.1752980974648087,0.00021255135190698758,0.0004942507554457377,0.00029995050251955114,0.037683737505985505,0.00020340600563202086,0.37315776253336314,0.3571526640038667,0.002483405918181476,9
59,4,0.00019487459061329386,0.14913190491143563,0.05804052653864318,0.005554687356933934,4.516278555937786e-05,0.3496640539697413,0.0019498561452275583,0.00027792664552297265,0.43510110977101196,3.989728531083668e-05,9
60,1,0.10264666892191063,0.0008215585860663347,0.04175839623456076,0.049218259279910956,0.00039769673236108433,0.0018384431215745266,0.010083915530313875,0.0026763443160071404,0.16422631773495358,0.6263323995423411,10
61,1,0.4113963983811317,0.04040387434635206,0.15457583618437928,0.03003041868120057,0.014739560289068145,5.8958665109110225e-06,0.001095724296636092,0.10208469195107549,0.06221201220158165,0.18345558780206414,1
61,2,0.04388408250546671,0.7248385940587551,0.04961361790404226,0.0010565445835658046,0.0002606856900042248,0.020435622675041915,0.005006851880954511,2.252537627552087e-05,0.1524914412249206,0.0023900341009734922,1
61,3,0.4725440532435405,0.00290942051593386,0.001796218210568548,0.005362378434317527,6.910642388755619e-05,0.015687174303429186,0.04273406809470463,0.0008228475730534319,0.40489015829776914,0.05318457490279564,1
62,1,0.06163911575787269,0.3661332759675967,0.30871684900772095,0.007016027671119343,0.000303958955417255,0.007006610562491652,0.002224093375107091,0.007367729770992546,0.16493825192379777,0.07465408700788399,2
62,2,0.4434756216107351,0.001980048213875046,0.45848170645766767,0.006853085092375445,0.0017306909604170853,0.02002656999240061,0.0017476674107354058,0.006054867865812318,0.05076633622553424,0.008883406170447155,2
62,3,0.00299415519833199,0.19573796210493316,0.4832243934725381,0.24577933477545247,7.296913596665144e-05,0.0017089204608992394,4.9176661836747785e-05,0.06982043074719335,0.00022063636477012038,0.0003920210780782162,2
63,1,0.12338635421379357,0.006645566567948361,0.20139772682530827,0.3769332621847515,0.05956858261335397,0.00039211192177200275,0.002266954558830384,0.02953319111275042,0.16756882232318862,0.032307427678303094,3
64,1,0.06657387954425704,0.25989302500037514,0.007946956779322783,2.728411887725334e-05,0.4909949531137936,0.0009749706478390109,0.028135668021972652,0.007816699239584658,0.0512697479388954,0.08636681559508254,4
64,2,0.19517939076134833,0.4292713010570782,0.0015809384478281637,0.00485219100163137,0.003296809739541205,0.00768953399409365,0.007858158805919857,0.05948978816454706,0.1347072250774145,0.15607466295059766,4
64,3,0.0005766943858589256,0.9537010890708348,9.609354767617385e-05,0.005680714910810003,0.005211678391563633,0.007111286868588821,3.9039615053793354e-05,0.005171928543094964,0.0004721891267605902,0.02193928553975784,4
65,1,0.03603109059042956,0.2894486208191486,0.0018682355544673355,0.05161537226291636,0.4042646362989563,9.08217701306883e-06,0.10210681042011469,0.0007750360797657268,0.09207272435679459,0.02180839144039376,5
65,2,0.1668909015524921,0.2980147343121697,0.03585799158374977,0.3971116225335957,0.0016572852577536462,6.373432910237058e-05,0.023728630194661142,0.0466662900941959,0.01164571051515422,0.01836309962712528,5
65,3,0.16648523888620975,0.16552618117280635,0.0001992018887861096,0.0025278566090718023,0.18399147063796287,0.0004318093565118821,0.0016112733943479491,0.010452294618703699,0.00275929994648229,0.4660153734891172,5
65,4,0.00011756356983892871,0.8430311020629148,0.001988913755983884,0.12099229464359543,0.0013495201012898325,3.742477651648316e-05,0.000771840677039999,0.030445293517236974,0.00015368894334856655,0.00111235795223481,5
