position_id,sample_id,participant_id,object_name,object_id,duration,fsp,fid,fgd,fopr,gIA,gGA,gDA
18,18,2,banana,8,4.657,1.0,0.6050352022891968,0.4103049449054772,0.7821782178217822,0.7268360462473801,0.6802364877205762,0.7557459441136821
19,19,2,banana,8,2.06,0.232453171,0.2988004148604807,0.1558965614030935,0.1534653465346534,0.1772137346444492,0.162504398186899,0.1942802685764803
312,19,2,apple,7,1.313,0.148160686,0.2107151679566491,0.0773176419539889,0.0298507462686567,0.1772137346444492,0.162504398186899,0.1942802685764803
461,19,2,yoghurt,6,1.394,0.157300835,0.2202665802715224,0.0786511097394251,0.0467836257309941,0.1772137346444492,0.162504398186899,0.1942802685764803
569,19,2,bowl,9,3.182,0.35906116,0.4311051632220593,0.3051539334289614,0.5348837209302325,0.4059430234668101,0.3894700592380119,0.4498708932604
20,20,2,Alarm,10,4.865,1.0,0.6295622857644272,0.395701038076164,0.7254901960784313,0.7289318410192337,0.6259862393102039,0.7557459441136821
21,21,3,Kettle,1,2.012,0.300882309,0.3610551407032881,0.2051819431907152,0.2235294117647059,0.2830430334105456,0.1985622266801097,0.2043193681585373
313,21,3,cup,2,3.771,0.563930013,0.6812002815536754,0.3519692589920185,0.6750629722921915,0.7264308141766178,0.5840153417222352,0.7500885635454008
22,22,3,medicine,3,1.912,0.467710372,0.3428547347424928,0.1726511003920761,0.1715686274509804,0.405943006312675,0.162504398186899,0.1942803038829918
314,22,3,cup,2,1.912,0.467710372,0.3428547347424928,0.1818874931394728,0.2015113350125944,0.405943006312675,0.1673969825619327,0.1942803038829918
23,23,3,milk,4,3.46,1.0,0.6245970190156024,0.2822833772344251,0.492822966507177,0.7289318410192337,0.3894700592380119,0.4498708932604
24,24,3,coffee,5,2.031,0.206612411,0.3645132178358392,0.1820267659040606,0.2107843137254902,0.2895911960321657,0.1784659655532489,0.1942802685764803
315,24,3,Kettle,1,2.389,0.243031536,0.4296706711754858,0.2480004747014529,0.403921568627451,0.4059430718183441,0.3558180643780496,0.394956307285066
462,24,3,cup,2,4.17,0.424211597,0.7538199013372482,0.3884741673164755,0.7682619647355163,0.7289318410192337,0.6670645158430202,0.7557459441136821
25,25,3,milk,4,0.741,0.074969648,0.1297279809415812,0.0225119958778927,0.0047846889952153,0.1772137346444492,0.162504398186899,0.1942802685764803
316,25,3,coffee,5,2.711,0.274281667,0.4882759783692464,0.2479409759010762,0.4362745098039216,0.4059430775276367,0.3894701137722769,0.4498708932604
463,25,3,Kettle,1,1.608,0.162687171,0.2875255006216755,0.1592968325001633,0.1137254901960784,0.1772137346444492,0.162504398186899,0.1942802685764803
570,25,3,cup,2,3.576,0.361796843,0.6457094899301249,0.334128514322171,0.6448362720403022,0.6429800790051257,0.5440796727417955,0.7148397855400729
26,26,3,yoghurt,6,2.448,1.0,0.4404089106923551,0.1903738451374765,0.2280701754385964,0.7289318410192337,0.1974619480941336,0.4498708932604
27,27,3,apple,7,2.871,1.0,0.5173966279065187,0.2405857539500782,0.3781094527363184,0.7235953374131456,0.3260379166829553,0.4498707924628289
28,28,3,banana,8,3.656,1.0,0.660269814698761,0.3122445706714048,0.5742574257425742,0.7289318410192337,0.3894700540149414,0.4498708932604
29,29,3,yoghurt,6,2.48,0.238645112,0.4462330405998095,0.1937658067434894,0.239766081871345,0.4059430718183441,0.2093193092300168,0.215326864877404
317,29,3,bowl,9,2.312,0.22247883,0.4156563585856736,0.1970594433693412,0.2906976744186046,0.4059430718183441,0.2548720336160707,0.2478550676050413
464,29,3,apple,7,2.312,0.22247883,0.4156563585856736,0.1820062452172066,0.1940298507462686,0.4059430718183441,0.1627015943498342,0.1942802959168154
571,29,3,banana,8,1.844,0.177444188,0.3304784586891521,0.1347366804494875,0.099009900990099,0.2285404269339229,0.162504398186899,0.1942802685764803
30,30,3,Alarm,10,2.212,1.0,0.3974559526248784,0.0861402845802795,0.0294117647058823,0.7270662838330029,0.162504398186899,0.4498708932604
31,31,4,cup,2,2.084,0.317247678,0.4035909425698817,0.1976239448482613,0.2569269521410579,0.3986063419906391,0.2255799538075431,0.231265678281385
318,31,4,Kettle,1,4.331,0.659308875,0.7732560819847181,0.4685670216347494,0.8745098039215686,0.7224463207838692,0.7272756309020992,0.7557459441136821
32,32,4,medicine,3,1.98,0.26128266,0.3864813856054211,0.1779237871713667,0.2058823529411764,0.3386074064299387,0.1726998767794879,0.1999930250217645
319,32,4,cup,2,1.961,0.258775402,0.3833556011599908,0.1863705520565114,0.2115869017632241,0.3304374279411726,0.1793930797289933,0.1976945698544461
465,32,4,Kettle,1,2.903,0.383082608,0.538328703665009,0.3063790561245808,0.6392156862745098,0.605631951302737,0.5356214560037036,0.7092830333627582
33,33,4,milk,4,4.131,1.0,0.7403530878222939,0.3463902536192111,0.6794258373205742,0.7289318410192337,0.5892223307245024,0.7557459441136821
34,34,4,coffee,5,2.477,0.396256599,0.4682453260990453,0.225258733049162,0.3504901960784313,0.4059430530040662,0.2980768521697527,0.280205313064617
320,34,4,cup,2,1.637,0.2618781,0.3300527506168635,0.1567274686050725,0.1435768261964735,0.2277763070029199,0.162504398186899,0.1942802685764803
466,34,4,Kettle,1,1.736,0.277715566,0.3463397327272635,0.1738346893526154,0.1333333333333333,0.2565551340805724,0.162504398186899,0.1942802685764803
35,35,4,milk,4,2.351,0.330986907,0.447516439776718,0.1763302834777519,0.1770334928229665,0.4059429123012296,0.162504398186899,0.1942803153157798
321,35,4,coffee,5,1.886,0.265521611,0.3710169783490817,0.1679715299488146,0.1617647058823529,0.3025021924513255,0.162504398186899,0.1942802685764803
467,35,4,cup,2,2.401,0.338026186,0.4557421883173241,0.2266265913115517,0.3425692695214106,0.405943161376386,0.2917288640025681,0.2727960678105745
36,36,4,yoghurt,6,2.436,1.0,0.4615002122957484,0.1891018595352216,0.2222222222222222,0.7289318410192337,0.1912505079486759,0.4498708932604
37,37,4,apple,7,3.49,1.0,0.6348989915317242,0.3054528664825425,0.582089552238806,0.7289318410192337,0.4052585771782448,0.4498708669075155
38,38,4,banana,8,3.524,1.0,0.6404925005393363,0.2993135323108677,0.5445544554455446,0.7289318410192337,0.3894700592380119,0.4498708932604
39,39,4,yoghurt,6,1.103,0.12348858,0.2422017562031908,0.0478054588847448,0.0116959064327485,0.1772137346444492,0.162504398186899,0.1942802685764803
322,39,4,apple,7,1.354,0.15158979,0.2834950138770333,0.0816141712170439,0.0348258706467661,0.1772137346444492,0.162504398186899,0.1942802685764803
468,39,4,banana,8,1.273,0.142521272,0.2701693012412514,0.0788001432989826,0.0198019801980198,0.1772137346444492,0.162504398186899,0.1942802685764803
572,39,4,cup,2,1.512,0.169278997,0.3094883792653484,0.1452910938167088,0.1158690176322418,0.1886579245934075,0.162504398186899,0.1942802685764803
40,40,4,Alarm,10,3.21,1.0,0.5888347997043302,0.2025902024049658,0.2745098039215686,0.7248485209666776,0.2411743595428368,0.4498708932604
41,41,5,cup,2,5.699,0.54671911,0.6064299018498309,0.5283639037277409,0.9496221662468514,0.7125042129658503,0.727377296857638,0.7557459441136821
323,41,5,Kettle,1,4.459,0.427762855,0.4028911327921354,0.4831048784872014,0.8901960784313725,0.4059430772584757,0.727377296857638,0.4498708932604
42,42,5,medicine,3,4.088,0.25253274,0.3419936462434218,0.3413770773293743,0.696078431372549,0.2489215430343146,0.6082643055044374,0.4498708932604
324,42,5,cup,2,5.628,0.347664937,0.594775665879592,0.5218680428479503,0.9420654911838792,0.6195649794192188,0.727377296857638,0.7557459441136821
469,42,5,Kettle,1,5.263,0.325117371,0.5348630443424477,0.5744207918416661,0.9490196078431372,0.5832314583168465,0.727377296857638,0.7557459441136821
43,43,5,milk,4,5.664,1.0,0.6006848559490088,0.4928520144208162,0.8947368421052632,0.7263038823719145,0.727377296857638,0.7557459441136821
44,44,5,coffee,5,5.386,0.35471549,0.5550527770796224,0.5072358461099244,0.931372549019608,0.6311528007926482,0.727377296857638,0.7557459441136821
325,44,5,cup,2,4.506,0.296759747,0.4106059087160966,0.4192151427475973,0.8161209068010076,0.4059430926624505,0.7190419671103078,0.4498708932604
470,44,5,Kettle,1,4.759,0.313422023,0.4521343833706103,0.5171779804851361,0.9254901960784314,0.4059430529048605,0.727377296857638,0.4498708932604
45,45,5,coffee,5,2.846,0.193394944,0.1381265888485366,0.261026885238719,0.4754901960784313,0.1772137346444492,0.3894700590556072,0.1942802820497534
326,45,5,cup,2,3.522,0.23933134,0.2490880468186995,0.3291880004135978,0.6322418136020151,0.1772137346444492,0.5244953711117049,0.3491780904957113
471,45,5,Kettle,1,2.443,0.166009785,0.0719764889047856,0.2541336330610812,0.4549019607843137,0.1772137346444492,0.3894700604362024,0.1942802821827795
573,45,5,milk,4,5.296,0.359880402,0.5402798019060799,0.4576935486837055,0.8755980861244019,0.6094028697607639,0.7254792033907873,0.7557459441136821
46,46,5,yoghurt,6,5.464,1.0,0.5678560222300258,0.5100662265041965,0.9181286549707602,0.7222564093085531,0.727377296857638,0.7557459441136821
47,47,5,apple,7,5.832,1.0,0.6282610762729547,0.5508790014599757,0.945273631840796,0.7289318410192337,0.727377296857638,0.7557459441136821
48,48,5,banana,8,5.396,1.0,0.5566942187655715,0.48269916724212,0.8910891089108911,0.7208710259062541,0.727377296857638,0.7557459441136821
49,49,5,banana,8,4.724,0.218178459,0.4463893374697882,0.416868426497568,0.806930693069307,0.4059430718183441,0.7183166108429679,0.4498708932604
327,49,5,apple,7,5.596,0.258451875,0.5895230524845546,0.5261477598482446,0.9303482587064676,0.4059430673870288,0.727377296857638,0.4498708932604
472,49,5,yoghurt,6,4.56,0.210604101,0.419469693820222,0.4142433111343308,0.8128654970760234,0.4059430718183441,0.7182006763745067,0.4498708932604
574,49,5,bowl,9,4.256,0.196563828,0.3695698665673677,0.4385947177094582,0.8081395348837209,0.2995489714147762,0.7222988275574469,0.4498708932604
50,50,5,Alarm,10,4.761,1.0,0.4524626717078001,0.3835659764992428,0.7156862745098039,0.7289318410192337,0.6295121153991712,0.7557459441136821
51,51,6,cup,2,3.013,0.507923129,0.6680013134682017,0.2826190822753807,0.5088161209068011,0.7287483558194914,0.3894700592380119,0.4498708932604
328,51,6,Kettle,1,2.781,0.468813216,0.6122992822488273,0.2925226613120875,0.5941176470588235,0.7209519878384324,0.4434752936628699,0.6004516383696094
52,52,6,Kettle,1,2.078,0.346391065,0.4435125238556371,0.2126780256302608,0.2470588235294117,0.4059428663083861,0.2237945038841203,0.2278103939778945
329,52,6,cup,2,1.928,0.321386898,0.4074982795327659,0.1833513491123833,0.2040302267002519,0.4059429881243492,0.1704724252752561,0.194280306094884
473,52,6,medicine,3,1.762,0.293715619,0.367642515815455,0.1610201736730528,0.1274509803921568,0.2956918818754793,0.162504398186899,0.1942802685764803
53,53,6,milk,4,2.813,1.0,0.6199823210377066,0.2204694442672767,0.3110047846889952,0.7286609806548275,0.2715573792678347,0.4498708932604
54,54,6,coffee,5,1.644,0.31231003,0.3393113102814629,0.1445138258028179,0.088235294117647,0.2442090214302447,0.162504398186899,0.1942802685764803
330,54,6,cup,2,1.844,0.350303951,0.387330302711958,0.1756661052546029,0.1838790931989924,0.3296480235077531,0.162504398186899,0.1974738171605269
474,54,6,Kettle,1,1.475,0.280205167,0.2987352616776946,0.1441910906144123,0.0901960784313725,0.1772137346444492,0.162504398186899,0.1942802685764803
55,55,6,coffee,5,1.408,0.248631467,0.2826488992134787,0.1216377176273831,0.0539215686274509,0.1772137346444492,0.162504398186899,0.1942802685764803
331,55,6,milk,4,1.31,0.231326152,0.2591195929225362,0.0768738627377187,0.0239234449760765,0.1772137346444492,0.162504398186899,0.1942802685764803
475,55,6,cup,2,1.283,0.226558361,0.2526370289444193,0.1243396552044264,0.052896725440806,0.1772137346444492,0.162504398186899,0.1942802685764803
575,55,6,Kettle,1,1.195,0.211018895,0.2315086722750015,0.1123895287496734,0.0509803921568627,0.1772137346444492,0.162504398186899,0.1942802685764803
56,56,6,yoghurt,6,2.88,1.0,0.6360686835019222,0.2361653268186512,0.3508771929824561,0.7289318410192337,0.3021846718438721,0.4498709102862398
57,57,6,apple,7,2.369,1.0,0.5133801578420075,0.1879794688268197,0.2288557213930348,0.7240634005718565,0.1982811592086514,0.4498708932604
58,58,6,banana,8,3.416,1.0,0.7647595832156491,0.2887335918340648,0.5173267326732673,0.7289318410192337,0.3894700592380119,0.4498708932604
59,59,6,yoghurt,6,2.148,0.230472103,0.4603191712063105,0.1585742050811051,0.1637426900584795,0.4059430718183441,0.162504398186899,0.1942802959168154
332,59,6,apple,7,2.14,0.229613734,0.4583984115090907,0.1639817809917077,0.154228855721393,0.4059430718183441,0.162504398186899,0.1942802959168154
476,59,6,banana,8,2.453,0.263197425,0.5335481346628155,0.1943957892492378,0.2623762376237624,0.4059430781225466,0.2305120190613534,0.2328429744794016
576,59,6,bowl,9,1.844,0.197854077,0.387330302711958,0.1389120625096835,0.1046511627906976,0.3409293538722475,0.162504398186899,0.200650620095513
60,60,6,Alarm,10,2.751,1.0,0.6050964333842531,0.1490325748683615,0.1372549019607843,0.7268436414934187,0.162504398186899,0.4498708932604
61,61,7,cup,2,2.695,0.438068921,0.310834087978711,0.2535249448137833,0.4370277078085642,0.4059430771004,0.3894700367906241,0.4498708932604
333,61,7,Kettle,1,3.196,0.519505852,0.396340870236491,0.339657119075897,0.6980392156862745,0.4059430944152847,0.610436596371837,0.4498708932604
62,62,7,cup,2,2.92,0.304579118,0.3492353374956781,0.274110419432838,0.4886649874055415,0.2616617571038749,0.389470060526752,0.2134515768882549
334,62,7,Kettle,1,2.839,0.296130176,0.33541088766957,0.2991101276983548,0.611764705882353,0.2373301536684902,0.4863867955095435,0.3188669748893105
477,62,7,medicine,3,3.398,0.354438302,0.4308166586917236,0.2878748144218671,0.5686274509803921,0.4059428621478125,0.3894700602953926,0.4498708932604
63,63,7,milk,4,4.419,1.0,0.6050729953887163,0.3739055746308629,0.7368421052631579,0.7268407324777598,0.6517001885268925,0.7557459441136821
64,64,7,coffee,5,2.685,0.304249292,0.3091273657779569,0.245420726695308,0.4264705882352941,0.2081073561831183,0.3890393965270924,0.1943218312311977
335,64,7,Kettle,1,2.181,0.24713881,0.2231085668599507,0.2243764573162183,0.2941176470588235,0.1772137346444492,0.2619218584931115,0.1942802685764803
478,64,7,cup,2,3.355,0.380169972,0.423477753228481,0.3139090036963439,0.5919395465994962,0.4059431366340879,0.4372195218632017,0.4498710046069264
65,65,7,coffee,5,2.371,0.164996521,0.2555362886742785,0.2149838709025684,0.3137254901960784,0.1772137346444492,0.2737755805393326,0.1942802685764803
336,65,7,milk,4,3.447,0.239874739,0.4391795974754187,0.2810413662165381,0.4880382775119617,0.4059430718183441,0.3894700592380119,0.4498708932604
479,65,7,Kettle,1,3.842,0.267362561,0.5065951244052053,0.4130278653781161,0.807843137254902,0.4059431130674731,0.7179948529346954,0.4498708932604
577,65,7,cup,2,3.995,0.278009743,0.5327079740767429,0.3724632426127663,0.743073047858942,0.4059430450594404,0.6568862055872179,0.4498708932604
66,66,7,yoghurt,6,4.895,1.0,0.6863129721446111,0.4497529091972788,0.8713450292397661,0.7289318410192337,0.7241608314904755,0.7557459441136821
67,67,7,apple,7,4.132,1.0,0.5560900682270739,0.3727302271381837,0.7263681592039801,0.720794794142898,0.6407717495670825,0.7557459441136821
68,68,7,banana,8,4.575,1.0,0.6316978617204801,0.4022720271360526,0.7673267326732673,0.7289318410192337,0.6565096917285069,0.7557459441136821
69,69,7,banana,8,3.345,0.231792669,0.421771031027727,0.281778260594685,0.504950495049505,0.4059430718183441,0.3894700592380119,0.4498708932604
337,69,7,apple,7,2.927,0.202827247,0.3504300430362059,0.2464541841630314,0.3980099502487562,0.2637773424447792,0.3484206121485255,0.2241308216062702
480,69,7,yoghurt,6,3.558,0.24655256,0.4581242139037891,0.3080325133460505,0.5555555555555556,0.4059430718183441,0.3894700592380119,0.4498708932604
578,69,7,bowl,9,3.456,0.239484443,0.4407156474560973,0.3391974854707269,0.627906976744186,0.4059430718183441,0.5171728541151592,0.4498708932604
70,70,7,Alarm,10,5.951,1.0,0.8665428365442431,0.5224190849274758,0.931372549019608,0.7289318410192337,0.727377296857638,0.7557459441136821
71,71,8,cup,2,3.454,0.388220749,0.3301146613377348,0.322966612528728,0.6171284634760705,0.3262561915366627,0.4973209852140912,0.3267053717841452
338,71,8,Kettle,1,5.244,0.589412161,0.5624862719025918,0.5722628287151302,0.9450980392156862,0.6477009401013807,0.727377296857638,0.7557459441136821
72,72,8,Kettle,1,2.449,0.193934115,0.1996490364116558,0.2548150951010399,0.4627450980392157,0.1772137346444492,0.3894700939249376,0.1942802854095571
339,72,8,medicine,3,3.998,0.316598036,0.400734860302697,0.3343985212979604,0.6666666666666666,0.3852137251822806,0.5736686686251598,0.427598223973118
481,72,8,cup,2,5.81,0.460088692,0.635962434796284,0.5385194045398078,0.9571788413098236,0.7289318410192337,0.727377296857638,0.7557459441136821
73,73,8,milk,4,6.526,1.0,0.7289110790222268,0.5752068988376352,0.9473684210526316,0.7289318410192337,0.727377296857638,0.7557459441136821
74,74,8,cup,2,3.862,0.249499322,0.3830798105614564,0.3602949398379473,0.7115869017632241,0.3297431842618627,0.62514421373063,0.4498709739862887
340,74,8,coffee,5,5.155,0.33303185,0.5509325996454566,0.4848444012432912,0.9068627450980392,0.6041706269919982,0.727377296857638,0.7557459441136821
482,74,8,Kettle,1,5.708,0.368757672,0.6227211474903537,0.624962559805269,0.9647058823529412,0.6538370207365141,0.727377296857638,0.7557459441136821
75,75,8,coffee,5,4.996,0.280044843,0.5302917694332709,0.4694321080234008,0.8578431372549019,0.4059429148677376,0.727377296857638,0.4498708932604
341,75,8,milk,4,4.939,0.276849776,0.5228922265270156,0.4235860153463455,0.8181818181818182,0.4059429458285374,0.7197793227839944,0.4498708932604
483,75,8,cup,2,3.718,0.208408072,0.3643862284824959,0.3471202360817522,0.6675062972292192,0.2893470376182745,0.574725067074531,0.4170172427029153
579,75,8,Kettle,1,3.251,0.182230942,0.303761903268089,0.3459038544421849,0.7137254901960784,0.1774728273079983,0.627427156972559,0.4498708932604
76,76,8,yoghurt,6,3.554,1.0,0.3430963155592352,0.3076085181452989,0.5497076023391813,0.7221841794119214,0.3894700592380119,0.4498708932604
77,77,8,apple,7,4.584,1.0,0.4768073540406892,0.4200968424284484,0.8109452736318408,0.7282959267910224,0.7191898683839163,0.7557459441136821
78,78,8,banana,8,6.832,1.0,0.768634940940018,0.6233731906188714,0.9653465346534652,0.7289318410192337,0.727377296857638,0.7557459441136821
79,79,8,apple,7,2.576,0.162410945,0.2161357372729614,0.2096717019354143,0.2786069651741293,0.1772137346444492,0.2446901154488117,0.1942802685764803
342,79,8,yoghurt,6,3.969,0.250236429,0.3969701805784618,0.3515980202232793,0.6491228070175439,0.3714670591704758,0.550266225106951,0.3750506227497748
484,79,8,bowl,9,3.756,0.236807263,0.369319257086666,0.3764714475602511,0.6686046511627907,0.299043276051144,0.5760987777748089,0.4197903878914167
580,79,8,banana,8,4.433,0.279490574,0.4572050561662236,0.3883613646572931,0.7524752475247525,0.4059430718183441,0.6525740835643918,0.4498708932604
80,80,8,Alarm,10,3.723,1.0,0.3650353111935709,0.2624487272988176,0.4705882352941176,0.7218140381028136,0.3894700627971745,0.4498708932604
81,81,9,Kettle,1,2.149,0.282465825,0.0986487423768481,0.2207419931031053,0.2784313725490196,0.1772137346444492,0.250664369652176,0.1942802685764803
343,81,9,cup,2,5.196,0.6829653,0.55380426238768,0.4823439315793651,0.9193954659949622,0.633551767609019,0.727377296857638,0.7557459441136821
82,82,9,medicine,3,3.82,0.228852145,0.3482597938826243,0.3205964882580526,0.6176470588235294,0.2599380409657683,0.4983376694060202,0.3282009687947813
344,82,9,cup,2,5.532,0.331416247,0.6039953535342635,0.5130849070104868,0.9395465994962215,0.58871949363675,0.727377296857638,0.7557459441136821
485,82,9,Kettle,1,6.704,0.401629523,0.7790666595574649,0.7380852584384119,0.996078431372549,0.7027832160346009,0.727377296857638,0.7557459441136821
83,83,9,milk,4,3.937,0.444708009,0.3657370488354525,0.3278556276599735,0.6411483253588517,0.4059430962488248,0.538577230373309,0.4498708932604
345,83,9,cup,2,4.624,0.522308822,0.4683599048405202,0.4300110805478126,0.827455919395466,0.4059430768213972,0.7208597194620981,0.4498708932604
84,84,9,cup,2,5.164,0.461236156,0.5490241584689578,0.4794162196335439,0.915617128463476,0.6253624166388335,0.727377296857638,0.7557459441136821
346,84,9,coffee,5,5.128,0.458020722,0.5436465415603954,0.4822272193757627,0.9019607843137256,0.6157178885588919,0.727377296857638,0.7557459441136821
85,85,9,coffee,5,4.156,0.301684088,0.3984508850292076,0.3880086721447344,0.7303921568627451,0.3768137398341145,0.6365262847813337,0.4498708286113445
347,85,9,milk,4,3.652,0.265098722,0.3231642483093326,0.3006269245755263,0.5502392344497608,0.2152014262326589,0.3894700592380119,0.1942802820673289
486,85,9,cup,2,4.86,0.352787456,0.5036131712410967,0.4516029561482434,0.871536523929471,0.5301749942350595,0.7244679263514667,0.7163669363777347
86,86,9,yoghurt,6,3.622,1.0,0.3186829008855305,0.3148164365580764,0.5672514619883041,0.7262215477974475,0.3894700606012943,0.4498708932604
87,87,9,apple,7,3.084,1.0,0.2383174037520131,0.2629067474386322,0.4427860696517413,0.7289318410192337,0.3894700624730371,0.4498708932604
88,88,9,banana,8,5.068,1.0,0.5346838467127911,0.450567496164422,0.8465346534653465,0.7215736254945309,0.7242963257704281,0.7557459441136821
89,89,9,banana,8,4.592,0.31280654,0.463579800921798,0.4039373881370309,0.7722772277227723,0.4059430066552781,0.6636337333348118,0.4498708932604
348,89,9,apple,7,4.456,0.303542234,0.4432643592672287,0.4066832876559841,0.8059701492537313,0.4059431157549837,0.714765651074375,0.4498708932604
487,89,9,yoghurt,6,4.492,0.30599455,0.4486419761757911,0.4070353927215533,0.783625730994152,0.4059430136478831,0.6800544079948755,0.4498708932604
90,90,9,Alarm,10,5.764,1.0,0.6386511069449996,0.5005993107458965,0.8823529411764706,0.7289318410192337,0.727377296857638,0.7557459441136821
