position_id,sample_id,participant_id,object_name,object_id,duration,fsp,fid,fgd,fopr
308,11,2,cup,2,3.948,0.582558654,0.5214308648664168,0.36816316569234153,0.7304785894206549
12,12,2,medicine,3,2.249,0.238064994,0.3210870435951852,0.19878191575414855,0.2549019607843137
309,12,2,Kettle,1,3.5,0.370487986,0.46860330045822857,0.3741845291004707,0.7529411764705882
458,12,2,cup,2,3.488,0.369217741,0.46718827641158067,0.32607730647116295,0.6196473551637279
13,13,2,milk,4,5.092,1.0,0.6563298239801831,0.43820352963378545,0.854066985645933
14,14,2,coffee,5,2.788,0.300528188,0.3846452070237866,0.25540479085662066,0.45588235294117646
310,14,2,Kettle,1,2.925,0.315295893,0.40080006488968345,0.30887775027109604,0.6509803921568628
459,14,2,cup,2,3.31,0.356796378,0.44619875305297024,0.30979190877253293,0.5768261964735516
15,15,2,milk,4,2.832,0.217795893,0.3898336285281622,0.22228469113957322,0.33014354066985646
311,15,2,Kettle,1,2.307,0.177420595,0.32792632648731673,0.23868716015535088,0.3686274509803922
460,15,2,coffee,5,2.195,0.168807198,0.31471943538526964,0.1979237224327526,0.25
568,15,2,cup,2,4.928,0.378989464,0.6369911620093285,0.4578243440331133,0.8853904282115869
16,16,2,yoghurt,6,5.446,1.0,0.6980730333562961,0.5081582481008142,0.9064327485380117
17,17,2,apple,7,5.658,1.0,0.7230717915137423,0.532644950441157,0.9402985074626866
18,18,2,banana,8,4.657,1.0,0.6050352022891968,0.4103049449054772,0.7821782178217822
19,19,2,banana,8,2.06,0.232453171,0.29880041486048076,0.15589656140309355,0.15346534653465346
312,19,2,apple,7,1.313,0.148160686,0.21071516795664916,0.07731764195398898,0.029850746268656716
461,19,2,yoghurt,6,1.394,0.157300835,0.22026658027152243,0.07865110973942516,0.04678362573099415
569,19,2,bowl,9,3.182,0.35906116,0.4311051632220593,0.30515393342896147,0.5348837209302325
20,20,2,Alarm,10,4.865,1.0,0.6295622857644272,0.395701038076164,0.7254901960784313
21,21,3,Kettle,1,2.012,0.300882309,0.3610551407032881,0.20518194319071523,0.2235294117647059
313,21,3,cup,2,3.771,0.563930013,0.6812002815536754,0.3519692589920185,0.6750629722921915
22,22,3,medicine,3,1.912,0.467710372,0.34285473474249284,0.17265110039207618,0.1715686274509804
314,22,3,cup,2,1.912,0.467710372,0.34285473474249284,0.18188749313947283,0.20151133501259447
23,23,3,milk,4,3.46,1.0,0.6245970190156024,0.28228337723442515,0.49282296650717705
24,24,3,coffee,5,2.031,0.206612411,0.3645132178358392,0.18202676590406064,0.2107843137254902
315,24,3,Kettle,1,2.389,0.243031536,0.42967067117548585,0.24800047470145295,0.403921568627451
462,24,3,cup,2,4.17,0.424211597,0.7538199013372482,0.38847416731647555,0.7682619647355163
25,25,3,milk,4,0.741,0.074969648,0.12972798094158122,0.02251199587789278,0.004784688995215311
316,25,3,coffee,5,2.711,0.274281667,0.4882759783692464,0.24794097590107625,0.4362745098039216
463,25,3,Kettle,1,1.608,0.162687171,0.28752550062167553,0.15929683250016335,0.11372549019607843
570,25,3,cup,2,3.576,0.361796843,0.6457094899301249,0.334128514322171,0.6448362720403022
26,26,3,yoghurt,6,2.448,1.0,0.4404089106923551,0.19037384513747652,0.22807017543859648
27,27,3,apple,7,2.871,1.0,0.5173966279065187,0.24058575395007822,0.3781094527363184
28,28,3,banana,8,3.656,1.0,0.660269814698761,0.3122445706714048,0.5742574257425742
29,29,3,yoghurt,6,2.48,0.238645112,0.44623304059980956,0.19376580674348945,0.23976608187134502
317,29,3,bowl,9,2.312,0.22247883,0.4156563585856736,0.19705944336934128,0.29069767441860467
464,29,3,apple,7,2.312,0.22247883,0.4156563585856736,0.18200624521720665,0.19402985074626866
571,29,3,banana,8,1.844,0.177444188,0.33047845868915215,0.13473668044948753,0.09900990099009901
30,30,3,Alarm,10,2.212,1.0,0.39745595262487843,0.08614028458027953,0.029411764705882353
31,31,4,cup,2,2.084,0.317247678,0.4035909425698817,0.19762394484826137,0.25692695214105793
318,31,4,Kettle,1,4.331,0.659308875,0.7732560819847181,0.46856702163474945,0.8745098039215686
32,32,4,medicine,3,1.98,0.26128266,0.3864813856054211,0.17792378717136675,0.20588235294117646
319,32,4,cup,2,1.961,0.258775402,0.38335560115999084,0.18637055205651143,0.21158690176322417
465,32,4,Kettle,1,2.903,0.383082608,0.538328703665009,0.30637905612458083,0.6392156862745098
33,33,4,milk,4,4.131,1.0,0.7403530878222939,0.34639025361921116,0.6794258373205742
34,34,4,coffee,5,2.477,0.396256599,0.4682453260990453,0.22525873304916202,0.35049019607843135
320,34,4,cup,2,1.637,0.2618781,0.3300527506168635,0.15672746860507258,0.14357682619647355
466,34,4,Kettle,1,1.736,0.277715566,0.34633973272726354,0.17383468935261542,0.13333333333333333
35,35,4,milk,4,2.351,0.330986907,0.44751643977671807,0.17633028347775195,0.17703349282296652
321,35,4,coffee,5,1.886,0.265521611,0.3710169783490817,0.16797152994881467,0.16176470588235295
467,35,4,cup,2,2.401,0.338026186,0.4557421883173241,0.22662659131155177,0.3425692695214106
36,36,4,yoghurt,6,2.436,1.0,0.4615002122957484,0.18910185953522166,0.2222222222222222
37,37,4,apple,7,3.49,1.0,0.6348989915317242,0.3054528664825425,0.582089552238806
38,38,4,banana,8,3.524,1.0,0.6404925005393363,0.29931353231086777,0.5445544554455446
39,39,4,yoghurt,6,1.103,0.12348858,0.24220175620319082,0.04780545888474489,0.011695906432748537
322,39,4,apple,7,1.354,0.15158979,0.2834950138770333,0.08161417121704398,0.03482587064676617
468,39,4,banana,8,1.273,0.142521272,0.2701693012412514,0.07880014329898267,0.019801980198019802
572,39,4,cup,2,1.512,0.169278997,0.3094883792653484,0.14529109381670885,0.11586901763224182
40,40,4,Alarm,10,3.21,1.0,0.5888347997043302,0.2025902024049658,0.27450980392156865
41,41,5,cup,2,5.699,0.54671911,0.6064299018498309,0.5283639037277409,0.9496221662468514
323,41,5,Kettle,1,4.459,0.427762855,0.40289113279213545,0.4831048784872014,0.8901960784313725
42,42,5,medicine,3,4.088,0.25253274,0.3419936462434218,0.3413770773293743,0.696078431372549
324,42,5,cup,2,5.628,0.347664937,0.594775665879592,0.5218680428479503,0.9420654911838791
469,42,5,Kettle,1,5.263,0.325117371,0.5348630443424477,0.5744207918416661,0.9490196078431372
43,43,5,milk,4,5.664,1.0,0.6006848559490088,0.4928520144208162,0.8947368421052632
44,44,5,coffee,5,5.386,0.35471549,0.5550527770796224,0.5072358461099244,0.9313725490196079
325,44,5,cup,2,4.506,0.296759747,0.4106059087160966,0.4192151427475973,0.8161209068010076
470,44,5,Kettle,1,4.759,0.313422023,0.4521343833706103,0.5171779804851361,0.9254901960784314
45,45,5,coffee,5,2.846,0.193394944,0.1381265888485366,0.26102688523871903,0.47549019607843135
326,45,5,cup,2,3.522,0.23933134,0.24908804681869953,0.32918800041359786,0.6322418136020151
471,45,5,Kettle,1,2.443,0.166009785,0.07197648890478561,0.2541336330610812,0.4549019607843137
573,45,5,milk,4,5.296,0.359880402,0.5402798019060799,0.45769354868370554,0.8755980861244019
46,46,5,yoghurt,6,5.464,1.0,0.5678560222300258,0.5100662265041965,0.9181286549707602
47,47,5,apple,7,5.832,1.0,0.6282610762729547,0.5508790014599757,0.945273631840796
48,48,5,banana,8,5.396,1.0,0.5566942187655715,0.48269916724212003,0.8910891089108911
49,49,5,banana,8,4.724,0.218178459,0.4463893374697882,0.416868426497568,0.806930693069307
327,49,5,apple,7,5.596,0.258451875,0.5895230524845546,0.5261477598482446,0.9303482587064676
472,49,5,yoghurt,6,4.56,0.210604101,0.419469693820222,0.4142433111343308,0.8128654970760234
574,49,5,bowl,9,4.256,0.196563828,0.36956986656736773,0.4385947177094582,0.8081395348837209
50,50,5,Alarm,10,4.761,1.0,0.4524626717078001,0.3835659764992428,0.7156862745098039
51,51,6,cup,2,3.013,0.507923129,0.6680013134682017,0.2826190822753807,0.5088161209068011
328,51,6,Kettle,1,2.781,0.468813216,0.6122992822488273,0.2925226613120875,0.5941176470588235
52,52,6,Kettle,1,2.078,0.346391065,0.44351252385563716,0.2126780256302608,0.24705882352941178
329,52,6,cup,2,1.928,0.321386898,0.4074982795327659,0.18335134911238338,0.2040302267002519
473,52,6,medicine,3,1.762,0.293715619,0.36764251581545504,0.16102017367305288,0.12745098039215685
53,53,6,milk,4,2.813,1.0,0.6199823210377066,0.22046944426727674,0.31100478468899523
54,54,6,coffee,5,1.644,0.31231003,0.33931131028146294,0.1445138258028179,0.08823529411764706
330,54,6,cup,2,1.844,0.350303951,0.38733030271195806,0.17566610525460294,0.18387909319899245
474,54,6,Kettle,1,1.475,0.280205167,0.29873526167769465,0.14419109061441238,0.09019607843137255
55,55,6,coffee,5,1.408,0.248631467,0.28264889921347874,0.1216377176273831,0.05392156862745098
331,55,6,milk,4,1.31,0.231326152,0.2591195929225362,0.07687386273771876,0.023923444976076555
475,55,6,cup,2,1.283,0.226558361,0.2526370289444193,0.12433965520442646,0.05289672544080604
575,55,6,Kettle,1,1.195,0.211018895,0.23150867227500155,0.11238952874967344,0.050980392156862744
56,56,6,yoghurt,6,2.88,1.0,0.6360686835019222,0.23616532681865124,0.3508771929824561
57,57,6,apple,7,2.369,1.0,0.5133801578420075,0.1879794688268197,0.22885572139303484
58,58,6,banana,8,3.416,1.0,0.7647595832156491,0.2887335918340648,0.5173267326732673
59,59,6,yoghurt,6,2.148,0.230472103,0.46031917120631055,0.15857420508110515,0.16374269005847952
332,59,6,apple,7,2.14,0.229613734,0.4583984115090907,0.16398178099170774,0.15422885572139303
476,59,6,banana,8,2.453,0.263197425,0.5335481346628155,0.19439578924923787,0.2623762376237624
576,59,6,bowl,9,1.844,0.197854077,0.38733030271195806,0.13891206250968355,0.10465116279069768
60,60,6,Alarm,10,2.751,1.0,0.6050964333842531,0.14903257486836158,0.13725490196078433
61,61,7,cup,2,2.695,0.438068921,0.31083408797871104,0.2535249448137833,0.43702770780856426
333,61,7,Kettle,1,3.196,0.519505852,0.396340870236491,0.339657119075897,0.6980392156862745
62,62,7,cup,2,2.92,0.304579118,0.34923533749567814,0.27411041943283804,0.48866498740554154
334,62,7,Kettle,1,2.839,0.296130176,0.33541088766957,0.2991101276983548,0.611764705882353
477,62,7,medicine,3,3.398,0.354438302,0.43081665869172364,0.28787481442186713,0.5686274509803921
63,63,7,milk,4,4.419,1.0,0.6050729953887163,0.37390557463086294,0.7368421052631579
64,64,7,coffee,5,2.685,0.304249292,0.30912736577795696,0.24542072669530804,0.4264705882352941
335,64,7,Kettle,1,2.181,0.24713881,0.22310856685995079,0.22437645731621836,0.29411764705882354
478,64,7,cup,2,3.355,0.380169972,0.423477753228481,0.31390900369634395,0.5919395465994962
65,65,7,coffee,5,2.371,0.164996521,0.2555362886742785,0.21498387090256846,0.3137254901960784
336,65,7,milk,4,3.447,0.239874739,0.4391795974754187,0.2810413662165381,0.4880382775119617
479,65,7,Kettle,1,3.842,0.267362561,0.5065951244052053,0.4130278653781161,0.807843137254902
577,65,7,cup,2,3.995,0.278009743,0.5327079740767429,0.3724632426127663,0.743073047858942
66,66,7,yoghurt,6,4.895,1.0,0.6863129721446111,0.4497529091972788,0.8713450292397661
67,67,7,apple,7,4.132,1.0,0.5560900682270739,0.37273022713818377,0.7263681592039801
68,68,7,banana,8,4.575,1.0,0.6316978617204801,0.40227202713605265,0.7673267326732673
69,69,7,banana,8,3.345,0.231792669,0.421771031027727,0.281778260594685,0.504950495049505
337,69,7,apple,7,2.927,0.202827247,0.35043004303620595,0.2464541841630314,0.39800995024875624
480,69,7,yoghurt,6,3.558,0.24655256,0.4581242139037891,0.3080325133460505,0.5555555555555556
578,69,7,bowl,9,3.456,0.239484443,0.44071564745609737,0.3391974854707269,0.627906976744186
70,70,7,Alarm,10,5.951,1.0,0.8665428365442431,0.5224190849274758,0.9313725490196079
71,71,8,cup,2,3.454,0.388220749,0.33011466133773487,0.32296661252872805,0.6171284634760705
338,71,8,Kettle,1,5.244,0.589412161,0.5624862719025918,0.5722628287151302,0.9450980392156862
72,72,8,Kettle,1,2.449,0.193934115,0.19964903641165588,0.2548150951010399,0.4627450980392157
339,72,8,medicine,3,3.998,0.316598036,0.400734860302697,0.3343985212979604,0.6666666666666666
481,72,8,cup,2,5.81,0.460088692,0.635962434796284,0.5385194045398078,0.9571788413098237
73,73,8,milk,4,6.526,1.0,0.7289110790222268,0.5752068988376352,0.9473684210526315
74,74,8,cup,2,3.862,0.249499322,0.38307981056145646,0.3602949398379473,0.7115869017632241
340,74,8,coffee,5,5.155,0.33303185,0.5509325996454566,0.4848444012432912,0.9068627450980392
482,74,8,Kettle,1,5.708,0.368757672,0.6227211474903537,0.624962559805269,0.9647058823529412
75,75,8,coffee,5,4.996,0.280044843,0.5302917694332709,0.46943210802340085,0.8578431372549019
341,75,8,milk,4,4.939,0.276849776,0.5228922265270156,0.4235860153463455,0.8181818181818182
483,75,8,cup,2,3.718,0.208408072,0.3643862284824959,0.3471202360817522,0.6675062972292192
579,75,8,Kettle,1,3.251,0.182230942,0.303761903268089,0.34590385444218497,0.7137254901960784
76,76,8,yoghurt,6,3.554,1.0,0.3430963155592352,0.3076085181452989,0.5497076023391813
77,77,8,apple,7,4.584,1.0,0.47680735404068925,0.4200968424284484,0.8109452736318408
78,78,8,banana,8,6.832,1.0,0.768634940940018,0.6233731906188714,0.9653465346534653
79,79,8,apple,7,2.576,0.162410945,0.21613573727296143,0.20967170193541435,0.27860696517412936
342,79,8,yoghurt,6,3.969,0.250236429,0.39697018057846184,0.3515980202232793,0.6491228070175439
484,79,8,bowl,9,3.756,0.236807263,0.369319257086666,0.37647144756025114,0.6686046511627907
580,79,8,banana,8,4.433,0.279490574,0.45720505616622364,0.38836136465729315,0.7524752475247525
80,80,8,Alarm,10,3.723,1.0,0.3650353111935709,0.2624487272988176,0.47058823529411764
81,81,9,Kettle,1,2.149,0.282465825,0.09864874237684815,0.22074199310310533,0.2784313725490196
343,81,9,cup,2,5.196,0.6829653,0.55380426238768,0.4823439315793651,0.9193954659949622
82,82,9,medicine,3,3.82,0.228852145,0.34825979388262435,0.32059648825805265,0.6176470588235294
344,82,9,cup,2,5.532,0.331416247,0.6039953535342635,0.5130849070104868,0.9395465994962217
485,82,9,Kettle,1,6.704,0.401629523,0.7790666595574649,0.7380852584384119,0.996078431372549
83,83,9,milk,4,3.937,0.444708009,0.3657370488354525,0.3278556276599735,0.6411483253588517
345,83,9,cup,2,4.624,0.522308822,0.4683599048405202,0.4300110805478126,0.827455919395466
84,84,9,cup,2,5.164,0.461236156,0.5490241584689578,0.47941621963354397,0.9156171284634761
346,84,9,coffee,5,5.128,0.458020722,0.5436465415603954,0.4822272193757627,0.9019607843137255
85,85,9,coffee,5,4.156,0.301684088,0.39845088502920767,0.3880086721447344,0.7303921568627451
347,85,9,milk,4,3.652,0.265098722,0.32316424830933266,0.3006269245755263,0.5502392344497608
486,85,9,cup,2,4.86,0.352787456,0.5036131712410967,0.4516029561482434,0.871536523929471
86,86,9,yoghurt,6,3.622,1.0,0.31868290088553053,0.31481643655807645,0.5672514619883041
87,87,9,apple,7,3.084,1.0,0.23831740375201318,0.2629067474386322,0.4427860696517413
88,88,9,banana,8,5.068,1.0,0.5346838467127911,0.450567496164422,0.8465346534653465
89,89,9,banana,8,4.592,0.31280654,0.463579800921798,0.40393738813703095,0.7722772277227723
348,89,9,apple,7,4.456,0.303542234,0.4432643592672287,0.40668328765598416,0.8059701492537313
487,89,9,yoghurt,6,4.492,0.30599455,0.4486419761757911,0.40703539272155337,0.783625730994152
90,90,9,Alarm,10,5.764,1.0,0.6386511069449996,0.5005993107458965,0.8823529411764706
91,91,10,Kettle,1,2.145,0.409820405,0.41496284633436914,0.2202876850764662,0.27058823529411763
349,91,10,cup,2,2.721,0.51987008,0.4828919825529673,0.255903710769763,0.4445843828715365
92,92,10,cup,2,1.172,0.197406097,0.30021449643732756,0.11418415439235946,0.027707808564231738
350,92,10,medicine,3,0.693,0.116725619,0.24372481544998645,0.07813043592214677,0.00980392156862745
488,92,10,Kettle,1,2.212,0.372578743,0.4228643257209075,0.2278973445226716,0.30980392156862746
93,93,10,cup,2,1.477,0.338761468,0.3361839175253006,0.142088908875967,0.09697732997481108
351,93,10,milk,4,2.214,0.507798165,0.42310019077722205,0.1632413981354037,0.14354066985645933
94,94,10,coffee,5,0.785,0.155169006,0.25457460804045695,0.06124866935070558,0.014705882352941176
352,94,10,cup,2,2.082,0.411543783,0.4075330970604599,0.19744096285164753,0.25440806045340053
489,94,10,Kettle,1,1.844,0.364498913,0.37946515535902536,0.18610100607187188,0.1607843137254902
95,95,10,coffee,5,2.215,0.212960292,0.42321812330537933,0.19986237566795897,0.25980392156862747
353,95,10,milk,4,2.124,0.204211134,0.41248626324306614,0.15464286031926247,0.12440191387559808
490,95,10,cup,2,2.648,0.254590905,0.47428290799748524,0.24922486789335857,0.4181360201511335
581,95,10,Kettle,1,2.146,0.206326315,0.4150807788625265,0.220401262083126,0.27450980392156865
96,96,10,yoghurt,6,5.703,1.0,0.8345667815180013,0.5353999397491058,0.9532163742690059
97,97,10,apple,7,4.272,1.0,0.6658053337249216,0.3874013026705667,0.7661691542288557
98,98,10,banana,8,3.606,1.0,0.5872622699721675,0.30734645008029227,0.5693069306930693
99,99,10,yoghurt,6,0.652,0.054175322,0.23888958179553763,0.0,0.005847953216374269
354,99,10,apple,7,2.649,0.220108018,0.47440084052564246,0.2173216198915854,0.2935323383084577
491,99,10,banana,8,2.257,0.187536352,0.42817128948798544,0.17519515653207682,0.19801980198019803
582,99,10,bowl,9,4.324,0.359285418,0.6719378251891005,0.4470434824497503,0.8837209302325582
100,100,10,Alarm,10,4.488,1.0,0.6912787598068959,0.35171143985982467,0.696078431372549
101,101,11,cup,2,1.308,0.461701377,0.30425247372153397,0.12662693016209922,0.055415617128463476
355,101,11,Kettle,1,1.156,0.408048006,0.2751711509777783,0.10796002548994191,0.047058823529411764
102,102,11,Kettle,1,2.276,0.286649874,0.48945458172124134,0.23516627294889764,0.34901960784313724
356,102,11,cup,2,1.976,0.248866499,0.43205723420067094,0.18774291703111506,0.21662468513853905
492,102,11,medicine,3,1.808,0.227707809,0.3999147195891515,0.16458699120022005,0.14705882352941177
103,103,11,milk,4,2.778,0.674271845,0.5854994765723293,0.2171255684498885,0.291866028708134
357,103,11,cup,2,1.006,0.244174757,0.24647247721749305,0.09899664867341237,0.010075566750629723
104,104,11,Kettle,1,2.312,0.344868735,0.49634226342370985,0.23925504518864976,0.37254901960784315
358,104,11,cup,2,1.408,0.210023866,0.3233849228950575,0.1357760299927902,0.07934508816120907
493,104,11,coffee,5,2.28,0.340095465,0.4902198796881823,0.20616299868237958,0.28431372549019607
105,105,11,milk,4,2.475,0.278340081,0.5275281555765532,0.18817715780221314,0.22488038277511962
359,105,11,coffee,5,2.964,0.333333333,0.6210858320350829,0.27246493932643645,0.5147058823529411
494,105,11,cup,2,2.33,0.262033288,0.49978610427494413,0.2201307304317612,0.3136020151133501
106,106,11,yoghurt,6,3.25,1.0,0.6758046366713601,0.2753848828881759,0.47953216374269003
107,107,11,apple,7,3.352,1.0,0.6953197348283541,0.29099137774347933,0.5373134328358209
108,108,11,banana,8,2.984,1.0,0.6249123218697877,0.24641382992685268,0.3811881188118812
109,109,11,yoghurt,6,1.441,0.234996738,0.3296986311223203,0.08363305334825664,0.05263157894736842
360,109,11,apple,7,1.007,0.164220483,0.24666380170922828,0.04525086257606645,0.009950248756218905
495,109,11,banana,8,0.773,0.126060013,0.20189387064318334,0.029818937387857597,0.0049504950495049506
583,109,11,bowl,9,1.875,0.305772994,0.4127334605354122,0.1427637052589344,0.11627906976744186
110,110,11,Alarm,10,3.12,1.0,0.6509324527457797,0.19208870680955323,0.2549019607843137
111,111,12,Kettle,1,1.34,0.291811847,0.3339388085529836,0.1288581947153418,0.06666666666666667
361,111,12,cup,2,2.044,0.445121951,0.4369024740461951,0.19396430491598493,0.2380352644836272
112,112,12,Kettle,1,0.671,0.119864237,0.23609407529309936,0.052875177259947705,0.011764705882352941
362,112,12,medicine,3,1.912,0.341550554,0.417596786766218,0.17265110039207618,0.1715686274509804
496,112,12,cup,2,1.475,0.26348696,0.35368326145296025,0.1419059268793532,0.09319899244332494
113,113,12,milk,4,3.924,1.0,0.711862262579203,0.32661361664208644,0.6363636363636364
114,114,12,coffee,5,1.776,0.392572944,0.39770607865957486,0.1573089371551798,0.1323529411764706
363,114,12,Kettle,1,0.532,0.117595049,0.21576460156645674,0.03708797333423803,0.00784313725490196
497,114,12,cup,2,1.742,0.385057471,0.39273340163291404,0.16633402342729814,0.16624685138539042
115,115,12,coffee,5,1.976,0.329443148,0.42695711999287356,0.17669546950724319,0.18137254901960784
364,115,12,milk,4,1.377,0.229576526,0.33935025119964385,0.08327499644529059,0.028708133971291867
498,115,12,cup,2,2.077,0.346282094,0.4417288958661894,0.19698350786011298,0.2518891687657431
116,116,12,yoghurt,6,4.461,1.0,0.7904013085591103,0.4037494299157283,0.7777777777777778
117,117,12,apple,7,2.38,1.0,0.48604422348613696,0.18913219619007834,0.23383084577114427
118,118,12,banana,8,2.949,1.0,0.5692634360793719,0.2429851455130739,0.36633663366336633
119,119,12,banana,8,2.314,0.290047631,0.47639137984614843,0.1807790140059451,0.21287128712871287
365,119,12,yoghurt,6,1.34,0.167961895,0.3339388085529836,0.07292717452927829,0.04093567251461988
499,119,12,bowl,9,3.756,0.470794685,0.6872913878592322,0.37647144756025114,0.6686046511627907
120,120,12,Alarm,10,2.981,1.0,0.5739436026926996,0.17586973027886038,0.20588235294117646
121,121,13,Kettle,1,1.24,0.262267343,0.24140303222822318,0.11750049404936362,0.06274509803921569
366,121,13,cup,2,2.884,0.60998308,0.518035028371824,0.2708167434937893,0.48614609571788414
122,122,13,medicine,3,2.88,0.464516129,0.5173619578215963,0.2477093474855066,0.45098039215686275
367,122,13,cup,2,2.784,0.449032258,0.5012082646161305,0.2616676436630983,0.4634760705289673
123,123,13,milk,4,2.416,1.0,0.4392857739951786,0.18254033856718727,0.20095693779904306
124,124,13,coffee,5,3.05,1.0,0.5459674562062752,0.2808011482378237,0.5392156862745098
125,125,13,milk,4,2.412,0.416149068,0.4386127034449508,0.1821581813309143,0.19617224880382775
368,125,13,coffee,5,2.512,0.433402346,0.45543946720064427,0.22865137621077317,0.36764705882352944
126,126,13,yoghurt,6,4.728,1.0,0.828320552026812,0.4320511095658988,0.8362573099415205
127,127,13,apple,7,3.152,1.0,0.5631307552370827,0.27003269841150385,0.48258706467661694
128,128,13,banana,8,1.535,1.0,0.29104198530751896,0.10446629519641218,0.0594059405940594
129,129,13,yoghurt,6,1.239,0.22965709,0.24123476459066628,0.062221295710299926,0.029239766081871343
369,129,13,apple,7,1.976,0.36626506,0.36524801347012725,0.1467956639394878,0.10945273631840796
500,129,13,banana,8,1.507,0.279332715,0.28633049145592476,0.10172334766538921,0.054455445544554455
130,130,13,Alarm,10,3.216,1.0,0.5738998840407264,0.20329030211132665,0.28921568627450983
131,131,14,cup,2,1.208,0.383248731,0.38481877881001353,0.11747783033140818,0.03526448362720403
370,131,14,Kettle,1,1.753,0.556154822,0.48397986648528796,0.17576549846583173,0.1411764705882353
132,132,14,medicine,3,1.208,0.305358948,0.38481877881001353,0.11806328432412677,0.0196078431372549
371,132,14,Kettle,1,1.104,0.279069767,0.36589629602427304,0.1020540211436333,0.03529411764705882
501,132,14,cup,2,1.24,0.313447927,0.3906410812056259,0.12040554227722934,0.04534005037783375
133,133,14,milk,4,3.484,1.0,0.7989300366979487,0.2845763206520628,0.49760765550239233
134,134,14,coffee,5,0.537,0.108969156,0.262732375452015,0.03720936923414691,0.004901960784313725
372,134,14,Kettle,1,1.108,0.224837662,0.3666240838237246,0.10250832917027242,0.043137254901960784
502,134,14,cup,2,2.38,0.482954545,0.5980606040493193,0.22470528034710668,0.33753148614609574
135,135,14,milk,4,1.644,0.367292225,0.4641476489502331,0.1087839919665094,0.04784688995215311
373,135,14,coffee,5,0.668,0.149240393,0.2865674258840535,0.04990754792474847,0.00980392156862745
503,135,14,Kettle,1,1.072,0.239499553,0.36007399362866055,0.09841955693052024,0.03137254901960784
584,135,14,cup,2,0.94,0.210008937,0.3360569962467592,0.09295824278515635,0.007556675062972292
136,136,14,yoghurt,6,2.112,1.0,0.5492988214860651,0.1547582482743406,0.15204678362573099
137,137,14,apple,7,3.184,1.0,0.7443459517390821,0.2733860871046199,0.4975124378109453
138,138,14,banana,8,2.012,1.0,0.5311041264997762,0.15119436563562552,0.14356435643564355
139,139,14,yoghurt,6,1.14,0.20863836,0.372446386219337,0.05172741449169734,0.023391812865497075
374,139,14,apple,7,1.072,0.196193265,0.36007399362866055,0.05206243335895852,0.01990049751243781
504,139,14,banana,8,1.172,0.214494876,0.37826868861494944,0.06890593970493541,0.009900990099009901
585,139,14,bowl,9,1.072,0.196193265,0.36007399362866055,0.04299373339930796,0.046511627906976744
140,140,14,Alarm,10,3.216,1.0,0.7501682541346945,0.20329030211132665,0.28921568627450983
141,141,15,Kettle,1,3.924,0.322485207,0.3752778196178144,0.42234117992421816,0.8156862745098039
375,141,15,cup,2,7.776,0.639053254,0.8013329426535067,0.7183907072111929,0.9874055415617129
142,142,15,medicine,3,3.952,0.300030367,0.37837479351319336,0.3308317037707932,0.6470588235294118
